Episode,Step,Return,Algorithm
260,16,-11.0,ppo
261,12,-9.0,ppo
262,38,-38.0,ppo
263,33,-33.0,ppo
264,13,-12.0,ppo
265,25,-25.0,ppo
266,44,-44.0,ppo
267,20,-15.0,ppo
268,50,-50.0,ppo
269,51,-20.0,ppo
270,27,-27.0,ppo
271,77,-77.0,ppo
272,46,-46.0,ppo
273,55,-55.0,ppo
274,29,-29.0,ppo
275,9,-13.0,ppo
276,53,-53.0,ppo
277,27,-13.0,ppo
278,10,-10.0,ppo
279,39,-39.0,ppo
280,29,-29.0,ppo
281,26,-26.0,ppo
282,18,-10.0,ppo
283,7,-11.0,ppo
284,17,-17.0,ppo
285,42,-42.0,ppo
286,25,-25.0,ppo
287,27,-27.0,ppo
288,21,-21.0,ppo
289,16,-16.0,ppo
290,24,-24.0,ppo
291,6,-9.0,ppo
292,23,-16.0,ppo
293,31,-38.0,ppo
294,14,-11.0,ppo
295,18,-18.0,ppo
296,8,-9.0,ppo
297,18,-18.0,ppo
298,13,-10.0,ppo
299,13,-9.0,ppo
300,17,-17.0,ppo
301,25,-25.0,ppo
302,32,-32.0,ppo
303,9,-10.0,ppo
304,23,-23.0,ppo
305,15,-13.0,ppo
306,11,-10.0,ppo
307,20,-20.0,ppo
308,10,-11.0,ppo
309,11,-10.0,ppo
310,14,-10.0,ppo
311,23,-23.0,ppo
312,13,-11.0,ppo
313,16,-13.0,ppo
314,16,-11.0,ppo
315,32,-32.0,ppo
316,21,-10.0,ppo
317,22,-17.0,ppo
318,28,-28.0,ppo
319,20,-20.0,ppo
320,7,-9.0,ppo
321,30,-30.0,ppo
322,23,-29.0,ppo
323,10,-10.0,ppo
324,27,-27.0,ppo
325,11,-9.0,ppo
326,41,-41.0,ppo
327,21,-15.0,ppo
328,16,-11.0,ppo
329,4,-9.0,ppo
330,20,-20.0,ppo
331,42,-42.0,ppo
332,15,-9.0,ppo
333,23,-23.0,ppo
334,6,-9.0,ppo
335,21,-21.0,ppo
336,16,-16.0,ppo
337,11,-9.0,ppo
338,8,-9.0,ppo
339,22,-18.0,ppo
340,27,-32.0,ppo
341,76,-76.0,ppo
342,31,-31.0,ppo
343,11,-9.0,ppo
344,22,-22.0,ppo
345,5,-9.0,ppo
346,11,-9.0,ppo
347,58,-58.0,ppo
348,20,-16.0,ppo
349,19,-11.0,ppo
350,20,-20.0,ppo
351,19,-19.0,ppo
352,5,-9.0,ppo
353,15,-9.0,ppo
354,37,-37.0,ppo
355,17,-10.0,ppo
356,18,-18.0,ppo
357,13,-10.0,ppo
358,21,-21.0,ppo
359,7,-10.0,ppo
360,9,-9.0,ppo
361,22,-22.0,ppo
362,10,-9.0,ppo
363,9,-9.0,ppo
364,13,-14.0,ppo
365,32,-32.0,ppo
366,20,-20.0,ppo
367,14,-14.0,ppo
368,35,-35.0,ppo
369,18,-10.0,ppo
370,32,-13.0,ppo
371,11,-12.0,ppo
372,9,-10.0,ppo
373,23,-23.0,ppo
374,29,-29.0,ppo
375,18,-18.0,ppo
376,25,-25.0,ppo
377,25,-25.0,ppo
378,22,-22.0,ppo
379,8,-9.0,ppo
380,11,-11.0,ppo
381,27,-27.0,ppo
382,13,-12.0,ppo
383,23,-23.0,ppo
384,9,-9.0,ppo
385,10,-12.0,ppo
386,11,-10.0,ppo
387,12,-9.0,ppo
388,25,-13.0,ppo
389,8,-10.0,ppo
390,43,-43.0,ppo
391,28,-28.0,ppo
392,18,-10.0,ppo
393,27,-27.0,ppo
394,31,-31.0,ppo
395,20,-9.0,ppo
396,7,-9.0,ppo
397,8,-9.0,ppo
398,36,-36.0,ppo
399,9,-10.0,ppo
400,6,-10.0,ppo
401,9,-9.0,ppo
402,18,-18.0,ppo
403,22,-22.0,ppo
404,28,-28.0,ppo
405,15,-10.0,ppo
406,22,-22.0,ppo
407,24,-29.0,ppo
408,21,-9.0,ppo
409,22,-13.0,ppo
410,13,-9.0,ppo
411,27,-31.0,ppo
412,47,-47.0,ppo
413,14,-14.0,ppo
414,8,-9.0,ppo
415,13,-11.0,ppo
416,20,-16.0,ppo
417,28,-35.0,ppo
418,27,-27.0,ppo
419,26,-26.0,ppo
420,26,-26.0,ppo
421,16,-16.0,ppo
422,42,-42.0,ppo
423,34,-34.0,ppo
424,29,-29.0,ppo
425,14,-12.0,ppo
426,17,-12.0,ppo
427,23,-23.0,ppo
428,41,-41.0,ppo
429,6,-9.0,ppo
430,21,-14.0,ppo
431,29,-29.0,ppo
432,33,-33.0,ppo
433,30,-30.0,ppo
434,17,-17.0,ppo
435,20,-20.0,ppo
436,16,-12.0,ppo
437,18,-13.0,ppo
438,13,-13.0,ppo
439,11,-9.0,ppo
440,20,-20.0,ppo
441,9,-9.0,ppo
442,29,-16.0,ppo
443,19,-10.0,ppo
444,10,-9.0,ppo
445,26,-26.0,ppo
446,7,-9.0,ppo
447,9,-9.0,ppo
448,29,-29.0,ppo
449,27,-27.0,ppo
450,14,-11.0,ppo
451,30,-30.0,ppo
452,20,-20.0,ppo
453,30,-30.0,ppo
454,40,-40.0,ppo
455,6,-9.0,ppo
456,18,-18.0,ppo
457,15,-15.0,ppo
458,34,-34.0,ppo
459,39,-39.0,ppo
460,30,-38.0,ppo
461,12,-11.0,ppo
462,14,-9.0,ppo
463,25,-25.0,ppo
464,13,-12.0,ppo
465,39,-39.0,ppo
466,23,-23.0,ppo
467,15,-12.0,ppo
468,10,-9.0,ppo
469,13,-10.0,ppo
470,6,-9.0,ppo
471,13,-13.0,ppo
472,47,-47.0,ppo
473,21,-10.0,ppo
474,8,-10.0,ppo
475,7,-9.0,ppo
476,11,-10.0,ppo
477,37,-37.0,ppo
478,22,-22.0,ppo
479,16,-16.0,ppo
480,6,-9.0,ppo
481,33,-33.0,ppo
482,26,-26.0,ppo
483,8,-9.0,ppo
484,10,-9.0,ppo
485,16,-12.0,ppo
486,22,-22.0,ppo
487,29,-29.0,ppo
488,19,-19.0,ppo
489,8,-9.0,ppo
490,21,-21.0,ppo
491,25,-25.0,ppo
492,11,-10.0,ppo
493,25,-25.0,ppo
494,21,-21.0,ppo
495,22,-22.0,ppo
496,25,-25.0,ppo
497,11,-9.0,ppo
498,18,-21.0,ppo
499,14,-10.0,ppo
500,20,-20.0,ppo
501,12,-11.0,ppo
502,16,-12.0,ppo
503,27,-27.0,ppo
504,12,-9.0,ppo
505,10,-9.0,ppo
506,29,-29.0,ppo
507,8,-9.0,ppo
508,23,-23.0,ppo
509,20,-20.0,ppo
510,13,-13.0,ppo
511,23,-23.0,ppo
512,24,-24.0,ppo
513,8,-9.0,ppo
514,22,-22.0,ppo
515,11,-9.0,ppo
516,22,-22.0,ppo
517,28,-28.0,ppo
518,22,-22.0,ppo
519,24,-24.0,ppo
520,20,-20.0,ppo
521,23,-23.0,ppo
522,26,-26.0,ppo
523,20,-20.0,ppo
524,14,-11.0,ppo
525,31,-19.0,ppo
526,15,-15.0,ppo
527,13,-9.0,ppo
528,23,-23.0,ppo
529,14,-14.0,ppo
530,25,-25.0,ppo
531,12,-10.0,ppo
532,29,-29.0,ppo
533,5,-9.0,ppo
534,19,-24.0,ppo
535,20,-16.0,ppo
536,30,-30.0,ppo
537,18,-18.0,ppo
538,44,-44.0,ppo
539,7,-9.0,ppo
540,18,-18.0,ppo
541,17,-11.0,ppo
542,26,-26.0,ppo
543,13,-11.0,ppo
544,23,-23.0,ppo
545,29,-29.0,ppo
546,20,-20.0,ppo
547,24,-24.0,ppo
548,18,-18.0,ppo
549,7,-9.0,ppo
550,23,-23.0,ppo
551,27,-27.0,ppo
552,13,-10.0,ppo
553,23,-23.0,ppo
554,15,-11.0,ppo
555,14,-9.0,ppo
556,14,-14.0,ppo
557,16,-16.0,ppo
558,16,-16.0,ppo
559,14,-10.0,ppo
560,8,-9.0,ppo
561,24,-28.0,ppo
562,7,-9.0,ppo
563,19,-19.0,ppo
564,10,-9.0,ppo
565,7,-9.0,ppo
566,14,-14.0,ppo
567,15,-15.0,ppo
568,30,-30.0,ppo
569,18,-18.0,ppo
570,13,-10.0,ppo
571,19,-9.0,ppo
572,13,-9.0,ppo
573,7,-9.0,ppo
574,36,-36.0,ppo
575,10,-9.0,ppo
576,21,-24.0,ppo
577,18,-18.0,ppo
578,20,-12.0,ppo
579,8,-11.0,ppo
580,26,-26.0,ppo
581,19,-19.0,ppo
582,14,-14.0,ppo
583,14,-9.0,ppo
584,14,-14.0,ppo
585,18,-18.0,ppo
586,12,-10.0,ppo
587,19,-19.0,ppo
588,18,-18.0,ppo
589,30,-30.0,ppo
590,31,-31.0,ppo
591,23,-23.0,ppo
592,14,-14.0,ppo
593,22,-9.0,ppo
594,17,-17.0,ppo
595,10,-10.0,ppo
596,8,-9.0,ppo
597,14,-11.0,ppo
598,14,-11.0,ppo
599,23,-23.0,ppo
600,15,-15.0,ppo
601,16,-16.0,ppo
602,12,-12.0,ppo
603,11,-10.0,ppo
604,14,-11.0,ppo
605,18,-18.0,ppo
606,13,-9.0,ppo
607,11,-10.0,ppo
608,18,-18.0,ppo
609,21,-21.0,ppo
610,11,-9.0,ppo
611,17,-17.0,ppo
612,13,-13.0,ppo
613,12,-11.0,ppo
614,24,-24.0,ppo
615,9,-10.0,ppo
616,17,-17.0,ppo
617,20,-20.0,ppo
618,11,-9.0,ppo
619,43,-43.0,ppo
620,16,-16.0,ppo
621,26,-26.0,ppo
622,21,-21.0,ppo
623,6,-9.0,ppo
624,9,-10.0,ppo
625,19,-19.0,ppo
626,19,-19.0,ppo
627,6,-9.0,ppo
628,23,-23.0,ppo
629,25,-25.0,ppo
630,9,-9.0,ppo
631,21,-12.0,ppo
632,30,-30.0,ppo
633,6,-9.0,ppo
634,17,-17.0,ppo
635,8,-9.0,ppo
636,24,-29.0,ppo
637,10,-9.0,ppo
638,27,-27.0,ppo
639,18,-18.0,ppo
640,8,-9.0,ppo
641,8,-9.0,ppo
642,8,-9.0,ppo
643,17,-17.0,ppo
644,15,-15.0,ppo
645,8,-9.0,ppo
646,16,-16.0,ppo
647,10,-11.0,ppo
648,18,-18.0,ppo
649,24,-24.0,ppo
650,25,-25.0,ppo
651,8,-9.0,ppo
652,28,-28.0,ppo
653,7,-9.0,ppo
654,16,-16.0,ppo
655,13,-9.0,ppo
656,23,-23.0,ppo
657,15,-15.0,ppo
658,8,-10.0,ppo
659,10,-10.0,ppo
660,35,-35.0,ppo
661,14,-12.0,ppo
662,15,-10.0,ppo
663,21,-21.0,ppo
664,20,-20.0,ppo
665,20,-20.0,ppo
666,22,-14.0,ppo
667,9,-9.0,ppo
668,23,-23.0,ppo
669,20,-20.0,ppo
670,16,-16.0,ppo
671,8,-9.0,ppo
672,12,-9.0,ppo
673,17,-17.0,ppo
674,6,-9.0,ppo
675,21,-21.0,ppo
676,7,-10.0,ppo
677,24,-24.0,ppo
678,7,-9.0,ppo
679,25,-25.0,ppo
680,6,-9.0,ppo
681,7,-9.0,ppo
682,19,-19.0,ppo
683,10,-11.0,ppo
684,16,-16.0,ppo
685,18,-18.0,ppo
686,27,-27.0,ppo
687,18,-18.0,ppo
688,15,-15.0,ppo
689,22,-22.0,ppo
690,7,-10.0,ppo
691,9,-9.0,ppo
692,28,-28.0,ppo
693,18,-18.0,ppo
694,18,-18.0,ppo
695,27,-27.0,ppo
696,9,-10.0,ppo
697,40,-40.0,ppo
698,22,-22.0,ppo
699,8,-9.0,ppo
700,14,-14.0,ppo
701,14,-10.0,ppo
702,15,-15.0,ppo
703,19,-11.0,ppo
704,19,-19.0,ppo
705,37,-37.0,ppo
706,18,-11.0,ppo
707,27,-27.0,ppo
708,18,-18.0,ppo
709,30,-30.0,ppo
710,30,-30.0,ppo
711,16,-12.0,ppo
712,11,-9.0,ppo
713,11,-9.0,ppo
714,25,-25.0,ppo
715,32,-32.0,ppo
716,13,-13.0,ppo
717,15,-15.0,ppo
718,32,-32.0,ppo
719,17,-17.0,ppo
720,32,-32.0,ppo
721,17,-17.0,ppo
722,15,-15.0,ppo
723,20,-11.0,ppo
724,7,-9.0,ppo
725,8,-9.0,ppo
726,12,-10.0,ppo
727,7,-9.0,ppo
728,23,-23.0,ppo
729,28,-28.0,ppo
730,22,-22.0,ppo
731,14,-14.0,ppo
732,14,-14.0,ppo
733,20,-20.0,ppo
734,22,-22.0,ppo
735,31,-31.0,ppo
736,26,-26.0,ppo
737,7,-9.0,ppo
738,16,-16.0,ppo
739,35,-35.0,ppo
740,10,-11.0,ppo
741,20,-20.0,ppo
742,20,-20.0,ppo
743,13,-11.0,ppo
744,18,-18.0,ppo
745,20,-20.0,ppo
746,16,-16.0,ppo
747,20,-20.0,ppo
748,15,-15.0,ppo
749,23,-11.0,ppo
750,12,-12.0,ppo
751,24,-24.0,ppo
752,21,-21.0,ppo
753,24,-16.0,ppo
754,16,-16.0,ppo
755,37,-37.0,ppo
756,18,-18.0,ppo
757,8,-10.0,ppo
758,17,-13.0,ppo
759,20,-20.0,ppo
760,21,-21.0,ppo
761,21,-21.0,ppo
762,16,-16.0,ppo
763,25,-25.0,ppo
764,8,-10.0,ppo
765,10,-9.0,ppo
766,7,-10.0,ppo
767,19,-19.0,ppo
768,34,-34.0,ppo
769,14,-14.0,ppo
770,16,-16.0,ppo
771,16,-16.0,ppo
772,77,-77.0,ppo
773,14,-14.0,ppo
774,17,-17.0,ppo
775,15,-12.0,ppo
776,44,-44.0,ppo
777,58,-58.0,ppo
778,10,-11.0,ppo
779,22,-22.0,ppo
780,18,-18.0,ppo
781,24,-24.0,ppo
782,20,-14.0,ppo
783,7,-9.0,ppo
784,19,-19.0,ppo
785,7,-9.0,ppo
786,20,-20.0,ppo
787,18,-18.0,ppo
788,21,-21.0,ppo
789,12,-10.0,ppo
790,24,-27.0,ppo
791,23,-23.0,ppo
792,19,-19.0,ppo
793,16,-16.0,ppo
794,24,-24.0,ppo
795,10,-10.0,ppo
796,6,-9.0,ppo
797,19,-19.0,ppo
798,26,-26.0,ppo
799,20,-20.0,ppo
800,20,-20.0,ppo
801,16,-16.0,ppo
802,14,-14.0,ppo
803,16,-16.0,ppo
804,17,-17.0,ppo
805,12,-11.0,ppo
806,22,-13.0,ppo
807,14,-14.0,ppo
808,14,-14.0,ppo
809,18,-18.0,ppo
810,17,-17.0,ppo
811,14,-14.0,ppo
812,17,-17.0,ppo
813,16,-11.0,ppo
814,14,-14.0,ppo
815,18,-18.0,ppo
816,12,-9.0,ppo
817,5,-9.0,ppo
818,6,-9.0,ppo
819,24,-14.0,ppo
820,8,-10.0,ppo
821,9,-10.0,ppo
822,6,-9.0,ppo
823,8,-9.0,ppo
824,7,-9.0,ppo
825,15,-15.0,ppo
826,20,-20.0,ppo
827,19,-19.0,ppo
828,33,-33.0,ppo
829,15,-15.0,ppo
830,14,-10.0,ppo
831,15,-15.0,ppo
832,12,-9.0,ppo
833,6,-9.0,ppo
834,7,-9.0,ppo
835,8,-9.0,ppo
836,19,-19.0,ppo
837,23,-23.0,ppo
838,20,-20.0,ppo
839,12,-9.0,ppo
840,16,-16.0,ppo
841,17,-17.0,ppo
842,16,-16.0,ppo
843,25,-25.0,ppo
844,13,-13.0,ppo
845,19,-19.0,ppo
846,32,-32.0,ppo
847,25,-25.0,ppo
848,17,-17.0,ppo
849,26,-26.0,ppo
850,23,-23.0,ppo
851,24,-24.0,ppo
852,9,-10.0,ppo
853,17,-17.0,ppo
854,16,-14.0,ppo
855,24,-24.0,ppo
856,7,-10.0,ppo
857,18,-18.0,ppo
858,7,-9.0,ppo
859,29,-29.0,ppo
860,14,-14.0,ppo
861,20,-20.0,ppo
862,8,-9.0,ppo
863,22,-22.0,ppo
864,19,-19.0,ppo
865,19,-23.0,ppo
866,18,-18.0,ppo
867,17,-17.0,ppo
868,20,-20.0,ppo
869,22,-22.0,ppo
870,12,-12.0,ppo
871,15,-15.0,ppo
872,13,-9.0,ppo
873,14,-9.0,ppo
874,31,-31.0,ppo
875,10,-9.0,ppo
876,14,-12.0,ppo
877,18,-18.0,ppo
878,7,-9.0,ppo
879,5,-9.0,ppo
880,19,-19.0,ppo
881,20,-20.0,ppo
882,18,-18.0,ppo
883,28,-28.0,ppo
884,23,-23.0,ppo
885,12,-9.0,ppo
886,9,-10.0,ppo
887,20,-20.0,ppo
888,7,-9.0,ppo
889,20,-20.0,ppo
890,26,-26.0,ppo
891,6,-9.0,ppo
892,36,-36.0,ppo
893,23,-23.0,ppo
894,32,-38.0,ppo
895,35,-35.0,ppo
896,54,-54.0,ppo
897,7,-10.0,ppo
898,9,-9.0,ppo
899,32,-32.0,ppo
900,15,-12.0,ppo
901,8,-11.0,ppo
902,28,-28.0,ppo
903,18,-18.0,ppo
904,17,-17.0,ppo
905,19,-19.0,ppo
906,12,-13.0,ppo
907,18,-18.0,ppo
908,23,-23.0,ppo
909,24,-24.0,ppo
910,16,-16.0,ppo
911,16,-16.0,ppo
912,24,-24.0,ppo
913,16,-16.0,ppo
914,17,-17.0,ppo
915,27,-27.0,ppo
916,15,-9.0,ppo
917,27,-27.0,ppo
918,15,-15.0,ppo
919,13,-9.0,ppo
920,32,-32.0,ppo
921,20,-20.0,ppo
922,11,-9.0,ppo
923,16,-16.0,ppo
924,19,-10.0,ppo
925,20,-20.0,ppo
926,15,-15.0,ppo
927,10,-9.0,ppo
928,22,-10.0,ppo
929,13,-10.0,ppo
930,9,-9.0,ppo
931,6,-9.0,ppo
932,15,-15.0,ppo
933,10,-9.0,ppo
934,9,-9.0,ppo
935,20,-20.0,ppo
936,7,-9.0,ppo
937,9,-9.0,ppo
938,25,-25.0,ppo
939,24,-24.0,ppo
940,7,-9.0,ppo
941,21,-21.0,ppo
942,13,-13.0,ppo
943,29,-29.0,ppo
944,23,-23.0,ppo
945,26,-26.0,ppo
946,8,-10.0,ppo
947,14,-9.0,ppo
948,21,-14.0,ppo
949,6,-9.0,ppo
950,6,-9.0,ppo
951,15,-15.0,ppo
952,19,-19.0,ppo
953,20,-20.0,ppo
954,13,-13.0,ppo
955,13,-13.0,ppo
956,16,-16.0,ppo
957,26,-26.0,ppo
958,8,-9.0,ppo
959,16,-16.0,ppo
960,20,-14.0,ppo
961,16,-16.0,ppo
962,18,-18.0,ppo
963,18,-18.0,ppo
964,15,-15.0,ppo
965,15,-15.0,ppo
966,15,-15.0,ppo
967,8,-9.0,ppo
968,25,-25.0,ppo
969,17,-17.0,ppo
970,16,-11.0,ppo
971,13,-9.0,ppo
972,32,-32.0,ppo
973,14,-9.0,ppo
974,20,-20.0,ppo
975,28,-28.0,ppo
976,15,-15.0,ppo
977,18,-18.0,ppo
978,28,-28.0,ppo
979,25,-25.0,ppo
980,20,-20.0,ppo
981,39,-39.0,ppo
982,19,-23.0,ppo
983,13,-10.0,ppo
984,5,-9.0,ppo
985,21,-21.0,ppo
986,19,-19.0,ppo
987,23,-23.0,ppo
988,6,-9.0,ppo
989,23,-23.0,ppo
990,13,-13.0,ppo
991,20,-20.0,ppo
992,15,-15.0,ppo
993,20,-20.0,ppo
994,6,-9.0,ppo
995,7,-9.0,ppo
996,7,-9.0,ppo
997,22,-22.0,ppo
998,6,-9.0,ppo
999,17,-12.0,ppo
1000,7,-9.0,ppo
1001,26,-26.0,ppo
1002,25,-25.0,ppo
1003,20,-20.0,ppo
1004,19,-9.0,ppo
1005,12,-12.0,ppo
1006,12,-10.0,ppo
1007,13,-13.0,ppo
1008,31,-17.0,ppo
1009,20,-13.0,ppo
1010,36,-36.0,ppo
1011,17,-13.0,ppo
1012,7,-9.0,ppo
1013,17,-17.0,ppo
1014,13,-13.0,ppo
1015,20,-20.0,ppo
1016,20,-20.0,ppo
1017,21,-21.0,ppo
1018,19,-23.0,ppo
1019,12,-9.0,ppo
1020,9,-9.0,ppo
1021,7,-9.0,ppo
1022,18,-18.0,ppo
1023,27,-19.0,ppo
1024,18,-18.0,ppo
1025,31,-31.0,ppo
1026,13,-13.0,ppo
1027,22,-22.0,ppo
1028,14,-14.0,ppo
1029,50,-50.0,ppo
1030,31,-31.0,ppo
1031,24,-24.0,ppo
1032,17,-17.0,ppo
1033,10,-9.0,ppo
1034,17,-12.0,ppo
1035,15,-15.0,ppo
1036,24,-24.0,ppo
1037,20,-20.0,ppo
1038,17,-10.0,ppo
1039,11,-10.0,ppo
1040,9,-9.0,ppo
1041,18,-18.0,ppo
1042,26,-26.0,ppo
1043,18,-18.0,ppo
1044,11,-10.0,ppo
1045,12,-10.0,ppo
1046,18,-18.0,ppo
1047,15,-15.0,ppo
1048,8,-9.0,ppo
1049,14,-13.0,ppo
1050,24,-24.0,ppo
1051,6,-9.0,ppo
1052,18,-18.0,ppo
1053,16,-16.0,ppo
1054,10,-9.0,ppo
1055,18,-18.0,ppo
1056,10,-10.0,ppo
1057,18,-18.0,ppo
1058,16,-16.0,ppo
1059,9,-11.0,ppo
1060,24,-24.0,ppo
1061,31,-31.0,ppo
1062,12,-11.0,ppo
1063,11,-9.0,ppo
1064,23,-23.0,ppo
1065,17,-21.0,ppo
1066,24,-24.0,ppo
1067,5,-9.0,ppo
1068,9,-9.0,ppo
