Episode,Step,Return,Algorithm
83,100,-129.0,dqn
84,11,-14.0,dqn
85,18,-17.0,dqn
86,80,-80.0,dqn
87,9,-11.0,dqn
88,100,-110.0,dqn
89,100,-110.0,dqn
90,61,-61.0,dqn
91,34,-16.0,dqn
92,100,-110.0,dqn
93,100,-110.0,dqn
94,13,-12.0,dqn
95,18,-13.0,dqn
96,6,-10.0,dqn
97,36,-22.0,dqn
98,100,-129.0,dqn
99,9,-10.0,dqn
100,62,-62.0,dqn
101,13,-13.0,dqn
102,87,-100.0,dqn
103,34,-34.0,dqn
104,13,-14.0,dqn
105,18,-17.0,dqn
106,9,-10.0,dqn
107,100,-110.0,dqn
108,28,-15.0,dqn
109,100,-110.0,dqn
110,9,-12.0,dqn
111,63,-63.0,dqn
112,23,-10.0,dqn
113,19,-19.0,dqn
114,12,-11.0,dqn
115,21,-12.0,dqn
116,13,-11.0,dqn
117,100,-121.0,dqn
118,9,-13.0,dqn
119,58,-58.0,dqn
120,100,-110.0,dqn
121,15,-10.0,dqn
122,17,-14.0,dqn
123,17,-19.0,dqn
124,100,-110.0,dqn
125,26,-16.0,dqn
126,100,-110.0,dqn
127,100,-110.0,dqn
128,42,-27.0,dqn
129,28,-14.0,dqn
130,37,-28.0,dqn
131,20,-20.0,dqn
132,100,-110.0,dqn
133,100,-110.0,dqn
134,100,-110.0,dqn
135,100,-110.0,dqn
136,100,-110.0,dqn
137,8,-10.0,dqn
138,100,-110.0,dqn
139,10,-12.0,dqn
140,15,-13.0,dqn
141,79,-38.0,dqn
142,19,-18.0,dqn
143,100,-110.0,dqn
144,13,-14.0,dqn
145,100,-133.0,dqn
146,22,-15.0,dqn
147,100,-110.0,dqn
148,31,-22.0,dqn
149,100,-129.0,dqn
150,35,-18.0,dqn
151,81,-81.0,dqn
152,100,-110.0,dqn
153,100,-110.0,dqn
154,89,-89.0,dqn
155,12,-9.0,dqn
156,17,-19.0,dqn
157,100,-110.0,dqn
158,79,-79.0,dqn
159,100,-110.0,dqn
160,20,-11.0,dqn
161,100,-110.0,dqn
162,15,-11.0,dqn
163,16,-10.0,dqn
164,21,-14.0,dqn
165,11,-13.0,dqn
166,15,-18.0,dqn
167,20,-13.0,dqn
168,24,-17.0,dqn
169,45,-45.0,dqn
170,100,-110.0,dqn
171,24,-16.0,dqn
172,28,-15.0,dqn
173,10,-12.0,dqn
174,16,-13.0,dqn
175,39,-26.0,dqn
176,100,-110.0,dqn
177,6,-9.0,dqn
178,100,-110.0,dqn
179,18,-16.0,dqn
180,66,-66.0,dqn
181,70,-82.0,dqn
182,100,-110.0,dqn
183,25,-19.0,dqn
184,100,-110.0,dqn
185,100,-110.0,dqn
186,11,-12.0,dqn
187,16,-18.0,dqn
188,17,-13.0,dqn
189,32,-18.0,dqn
190,100,-110.0,dqn
191,10,-11.0,dqn
192,100,-110.0,dqn
193,100,-110.0,dqn
194,100,-110.0,dqn
195,14,-12.0,dqn
196,22,-18.0,dqn
197,36,-36.0,dqn
198,56,-56.0,dqn
199,39,-19.0,dqn
200,26,-14.0,dqn
201,38,-12.0,dqn
202,19,-19.0,dqn
203,100,-110.0,dqn
204,90,-90.0,dqn
205,12,-11.0,dqn
206,100,-110.0,dqn
207,22,-12.0,dqn
208,100,-110.0,dqn
209,27,-18.0,dqn
210,88,-88.0,dqn
211,25,-16.0,dqn
212,11,-11.0,dqn
213,100,-110.0,dqn
214,41,-41.0,dqn
215,10,-11.0,dqn
216,11,-11.0,dqn
217,12,-9.0,dqn
218,19,-19.0,dqn
219,100,-110.0,dqn
220,100,-110.0,dqn
221,100,-110.0,dqn
222,10,-12.0,dqn
223,16,-11.0,dqn
224,16,-15.0,dqn
225,29,-29.0,dqn
226,22,-10.0,dqn
227,100,-110.0,dqn
228,50,-50.0,dqn
229,100,-110.0,dqn
230,46,-46.0,dqn
231,13,-11.0,dqn
232,8,-9.0,dqn
233,13,-9.0,dqn
234,16,-12.0,dqn
235,100,-169.0,dqn
236,100,-110.0,dqn
237,13,-14.0,dqn
238,7,-11.0,dqn
239,45,-45.0,dqn
240,31,-16.0,dqn
241,31,-12.0,dqn
242,42,-21.0,dqn
243,100,-110.0,dqn
244,10,-11.0,dqn
245,10,-12.0,dqn
246,10,-11.0,dqn
247,100,-110.0,dqn
248,100,-110.0,dqn
249,48,-48.0,dqn
250,100,-122.0,dqn
251,19,-12.0,dqn
252,19,-14.0,dqn
253,9,-10.0,dqn
254,11,-11.0,dqn
255,42,-18.0,dqn
256,100,-110.0,dqn
257,100,-110.0,dqn
258,11,-10.0,dqn
259,100,-132.0,dqn
260,28,-28.0,dqn
261,44,-44.0,dqn
262,22,-11.0,dqn
263,14,-13.0,dqn
264,10,-9.0,dqn
265,11,-11.0,dqn
266,18,-15.0,dqn
267,14,-13.0,dqn
268,19,-15.0,dqn
269,100,-110.0,dqn
270,11,-10.0,dqn
271,54,-54.0,dqn
272,10,-11.0,dqn
273,100,-110.0,dqn
274,34,-21.0,dqn
275,30,-16.0,dqn
276,100,-110.0,dqn
277,15,-12.0,dqn
278,11,-12.0,dqn
279,100,-110.0,dqn
280,100,-110.0,dqn
281,17,-13.0,dqn
282,100,-110.0,dqn
283,39,-19.0,dqn
284,7,-9.0,dqn
285,7,-9.0,dqn
286,36,-10.0,dqn
287,100,-110.0,dqn
288,100,-110.0,dqn
289,12,-14.0,dqn
290,100,-110.0,dqn
291,100,-110.0,dqn
292,100,-110.0,dqn
293,100,-110.0,dqn
294,13,-12.0,dqn
295,22,-21.0,dqn
296,100,-110.0,dqn
297,13,-10.0,dqn
298,9,-9.0,dqn
299,100,-110.0,dqn
300,19,-14.0,dqn
301,66,-66.0,dqn
302,12,-10.0,dqn
303,13,-13.0,dqn
304,100,-110.0,dqn
305,17,-15.0,dqn
306,28,-18.0,dqn
307,19,-19.0,dqn
308,100,-110.0,dqn
309,100,-110.0,dqn
310,100,-133.0,dqn
311,19,-16.0,dqn
312,100,-110.0,dqn
313,58,-58.0,dqn
314,92,-156.0,dqn
315,6,-9.0,dqn
316,22,-15.0,dqn
317,28,-25.0,dqn
318,60,-60.0,dqn
319,13,-10.0,dqn
320,17,-14.0,dqn
321,100,-179.0,dqn
322,38,-17.0,dqn
323,28,-24.0,dqn
324,14,-13.0,dqn
325,100,-110.0,dqn
326,19,-14.0,dqn
327,100,-110.0,dqn
328,9,-10.0,dqn
329,100,-183.0,dqn
330,22,-21.0,dqn
331,34,-17.0,dqn
332,23,-16.0,dqn
333,100,-110.0,dqn
334,55,-55.0,dqn
335,13,-12.0,dqn
336,13,-12.0,dqn
337,23,-15.0,dqn
338,26,-14.0,dqn
339,100,-110.0,dqn
340,100,-110.0,dqn
341,100,-110.0,dqn
342,14,-13.0,dqn
343,10,-12.0,dqn
344,25,-20.0,dqn
345,100,-110.0,dqn
346,100,-110.0,dqn
347,71,-71.0,dqn
348,13,-11.0,dqn
349,17,-19.0,dqn
350,100,-110.0,dqn
351,13,-10.0,dqn
352,57,-57.0,dqn
353,24,-12.0,dqn
354,93,-93.0,dqn
355,100,-110.0,dqn
356,24,-15.0,dqn
357,100,-110.0,dqn
358,100,-110.0,dqn
359,14,-13.0,dqn
360,26,-15.0,dqn
361,13,-13.0,dqn
362,10,-12.0,dqn
363,41,-41.0,dqn
364,33,-15.0,dqn
365,100,-110.0,dqn
366,60,-60.0,dqn
367,12,-9.0,dqn
368,28,-17.0,dqn
369,20,-15.0,dqn
370,33,-33.0,dqn
371,77,-77.0,dqn
372,100,-110.0,dqn
373,9,-9.0,dqn
374,17,-13.0,dqn
375,13,-13.0,dqn
376,14,-13.0,dqn
377,12,-13.0,dqn
378,6,-9.0,dqn
379,9,-11.0,dqn
380,31,-31.0,dqn
381,85,-106.0,dqn
382,56,-56.0,dqn
383,100,-110.0,dqn
384,15,-12.0,dqn
385,100,-110.0,dqn
386,17,-15.0,dqn
387,45,-16.0,dqn
388,8,-12.0,dqn
389,52,-52.0,dqn
390,23,-23.0,dqn
391,100,-110.0,dqn
392,100,-110.0,dqn
393,15,-18.0,dqn
394,100,-110.0,dqn
395,18,-17.0,dqn
396,23,-14.0,dqn
397,100,-110.0,dqn
398,8,-10.0,dqn
399,9,-11.0,dqn
400,100,-133.0,dqn
401,100,-110.0,dqn
402,16,-19.0,dqn
403,100,-110.0,dqn
404,22,-22.0,dqn
405,100,-110.0,dqn
406,27,-27.0,dqn
407,9,-12.0,dqn
408,11,-12.0,dqn
409,16,-16.0,dqn
410,16,-14.0,dqn
411,100,-110.0,dqn
412,86,-86.0,dqn
413,100,-110.0,dqn
414,100,-110.0,dqn
415,11,-11.0,dqn
416,15,-12.0,dqn
417,100,-110.0,dqn
418,100,-110.0,dqn
419,100,-110.0,dqn
420,18,-14.0,dqn
421,12,-13.0,dqn
422,17,-15.0,dqn
423,100,-110.0,dqn
424,66,-66.0,dqn
425,76,-76.0,dqn
426,55,-55.0,dqn
427,14,-18.0,dqn
428,13,-10.0,dqn
429,20,-19.0,dqn
430,84,-84.0,dqn
431,100,-110.0,dqn
432,100,-129.0,dqn
433,100,-110.0,dqn
434,14,-15.0,dqn
435,11,-13.0,dqn
436,14,-15.0,dqn
437,100,-110.0,dqn
438,12,-14.0,dqn
439,52,-28.0,dqn
440,100,-127.0,dqn
441,100,-110.0,dqn
442,100,-134.0,dqn
443,75,-75.0,dqn
444,9,-10.0,dqn
445,89,-89.0,dqn
446,100,-110.0,dqn
447,100,-110.0,dqn
448,22,-22.0,dqn
449,98,-98.0,dqn
450,11,-12.0,dqn
451,12,-11.0,dqn
452,13,-14.0,dqn
453,58,-58.0,dqn
454,100,-110.0,dqn
455,19,-21.0,dqn
456,100,-124.0,dqn
457,13,-14.0,dqn
458,10,-11.0,dqn
459,8,-12.0,dqn
460,9,-11.0,dqn
461,100,-110.0,dqn
462,53,-53.0,dqn
463,100,-110.0,dqn
464,100,-110.0,dqn
465,18,-13.0,dqn
466,23,-15.0,dqn
467,7,-12.0,dqn
468,24,-22.0,dqn
469,22,-18.0,dqn
470,100,-110.0,dqn
471,13,-12.0,dqn
472,44,-21.0,dqn
473,61,-61.0,dqn
474,10,-12.0,dqn
475,100,-110.0,dqn
476,44,-44.0,dqn
477,31,-24.0,dqn
478,12,-13.0,dqn
479,43,-12.0,dqn
480,94,-94.0,dqn
481,100,-110.0,dqn
482,100,-110.0,dqn
483,100,-110.0,dqn
484,21,-17.0,dqn
485,100,-110.0,dqn
486,86,-86.0,dqn
487,9,-9.0,dqn
488,100,-110.0,dqn
489,13,-10.0,dqn
490,100,-110.0,dqn
491,100,-110.0,dqn
492,7,-9.0,dqn
493,13,-10.0,dqn
494,12,-12.0,dqn
495,10,-13.0,dqn
496,23,-21.0,dqn
497,29,-20.0,dqn
498,100,-110.0,dqn
499,100,-110.0,dqn
500,100,-110.0,dqn
501,10,-11.0,dqn
502,17,-18.0,dqn
503,27,-13.0,dqn
504,11,-14.0,dqn
505,40,-40.0,dqn
506,78,-78.0,dqn
507,100,-110.0,dqn
508,13,-11.0,dqn
509,18,-14.0,dqn
510,100,-110.0,dqn
511,27,-21.0,dqn
512,8,-9.0,dqn
513,100,-110.0,dqn
514,21,-14.0,dqn
515,9,-9.0,dqn
516,23,-19.0,dqn
517,80,-80.0,dqn
518,9,-11.0,dqn
519,100,-110.0,dqn
520,28,-28.0,dqn
521,11,-13.0,dqn
522,21,-22.0,dqn
523,16,-13.0,dqn
524,23,-12.0,dqn
525,27,-24.0,dqn
526,22,-13.0,dqn
527,100,-110.0,dqn
528,100,-110.0,dqn
529,14,-12.0,dqn
530,100,-110.0,dqn
531,100,-175.0,dqn
532,19,-15.0,dqn
533,33,-13.0,dqn
534,100,-110.0,dqn
535,100,-126.0,dqn
536,31,-15.0,dqn
537,100,-110.0,dqn
538,100,-110.0,dqn
539,86,-86.0,dqn
540,15,-14.0,dqn
541,11,-12.0,dqn
542,15,-14.0,dqn
543,12,-12.0,dqn
544,16,-15.0,dqn
545,100,-133.0,dqn
546,21,-20.0,dqn
547,100,-110.0,dqn
548,11,-11.0,dqn
549,40,-40.0,dqn
550,27,-17.0,dqn
551,100,-135.0,dqn
552,20,-17.0,dqn
553,36,-14.0,dqn
554,15,-12.0,dqn
555,100,-110.0,dqn
556,5,-9.0,dqn
557,59,-59.0,dqn
558,9,-9.0,dqn
559,100,-110.0,dqn
560,13,-14.0,dqn
561,100,-110.0,dqn
562,14,-16.0,dqn
563,23,-15.0,dqn
564,54,-54.0,dqn
565,11,-12.0,dqn
566,6,-11.0,dqn
567,53,-53.0,dqn
568,100,-110.0,dqn
569,100,-110.0,dqn
570,43,-43.0,dqn
571,15,-12.0,dqn
572,28,-25.0,dqn
573,12,-11.0,dqn
574,100,-110.0,dqn
575,100,-110.0,dqn
576,47,-30.0,dqn
577,33,-30.0,dqn
578,16,-15.0,dqn
579,11,-12.0,dqn
580,10,-9.0,dqn
581,100,-125.0,dqn
582,99,-99.0,dqn
583,100,-110.0,dqn
584,18,-13.0,dqn
585,12,-15.0,dqn
586,36,-36.0,dqn
587,13,-14.0,dqn
588,100,-110.0,dqn
589,5,-10.0,dqn
590,12,-9.0,dqn
591,100,-110.0,dqn
592,6,-9.0,dqn
593,45,-13.0,dqn
594,97,-97.0,dqn
595,16,-13.0,dqn
596,100,-110.0,dqn
597,16,-12.0,dqn
598,6,-10.0,dqn
599,36,-36.0,dqn
600,100,-110.0,dqn
601,100,-110.0,dqn
602,9,-10.0,dqn
603,58,-58.0,dqn
604,29,-16.0,dqn
605,100,-110.0,dqn
606,11,-11.0,dqn
607,100,-110.0,dqn
608,100,-110.0,dqn
609,100,-110.0,dqn
610,14,-15.0,dqn
611,11,-11.0,dqn
612,100,-110.0,dqn
613,24,-19.0,dqn
614,100,-110.0,dqn
615,15,-10.0,dqn
616,23,-13.0,dqn
617,84,-84.0,dqn
618,100,-110.0,dqn
619,5,-10.0,dqn
620,100,-110.0,dqn
621,13,-10.0,dqn
622,8,-10.0,dqn
623,14,-12.0,dqn
624,27,-13.0,dqn
625,14,-12.0,dqn
626,63,-75.0,dqn
627,28,-28.0,dqn
628,29,-18.0,dqn
629,100,-110.0,dqn
630,100,-110.0,dqn
631,100,-138.0,dqn
632,100,-110.0,dqn
633,14,-9.0,dqn
634,49,-22.0,dqn
635,6,-9.0,dqn
636,100,-110.0,dqn
637,100,-110.0,dqn
638,13,-13.0,dqn
639,9,-11.0,dqn
640,100,-110.0,dqn
641,14,-13.0,dqn
642,100,-110.0,dqn
643,20,-14.0,dqn
644,94,-94.0,dqn
645,13,-9.0,dqn
646,21,-18.0,dqn
647,17,-11.0,dqn
648,100,-110.0,dqn
649,18,-17.0,dqn
650,11,-12.0,dqn
651,21,-15.0,dqn
652,100,-110.0,dqn
653,15,-12.0,dqn
654,100,-110.0,dqn
655,9,-10.0,dqn
656,100,-110.0,dqn
657,30,-29.0,dqn
658,100,-110.0,dqn
659,100,-110.0,dqn
660,17,-13.0,dqn
661,31,-15.0,dqn
662,81,-81.0,dqn
663,15,-12.0,dqn
664,8,-9.0,dqn
665,13,-11.0,dqn
666,7,-10.0,dqn
667,8,-9.0,dqn
668,19,-17.0,dqn
669,100,-110.0,dqn
670,14,-13.0,dqn
671,69,-69.0,dqn
672,100,-132.0,dqn
673,9,-10.0,dqn
674,18,-14.0,dqn
675,100,-124.0,dqn
676,25,-18.0,dqn
677,11,-12.0,dqn
678,11,-9.0,dqn
679,10,-11.0,dqn
680,42,-42.0,dqn
681,100,-110.0,dqn
682,28,-17.0,dqn
683,78,-78.0,dqn
684,11,-12.0,dqn
685,10,-10.0,dqn
686,24,-12.0,dqn
687,100,-110.0,dqn
688,5,-10.0,dqn
689,100,-133.0,dqn
690,100,-110.0,dqn
691,100,-110.0,dqn
692,61,-61.0,dqn
693,31,-31.0,dqn
694,8,-10.0,dqn
695,11,-12.0,dqn
696,15,-16.0,dqn
697,100,-110.0,dqn
698,100,-110.0,dqn
699,100,-110.0,dqn
700,9,-11.0,dqn
701,100,-110.0,dqn
702,27,-15.0,dqn
703,100,-110.0,dqn
704,30,-18.0,dqn
705,16,-13.0,dqn
706,16,-13.0,dqn
707,55,-55.0,dqn
708,15,-14.0,dqn
709,23,-23.0,dqn
710,39,-39.0,dqn
711,11,-12.0,dqn
712,100,-110.0,dqn
713,16,-13.0,dqn
714,97,-97.0,dqn
715,60,-60.0,dqn
716,89,-102.0,dqn
717,21,-17.0,dqn
718,100,-110.0,dqn
719,53,-60.0,dqn
720,17,-11.0,dqn
721,54,-54.0,dqn
722,100,-110.0,dqn
723,8,-11.0,dqn
724,16,-14.0,dqn
725,100,-110.0,dqn
726,100,-110.0,dqn
727,10,-11.0,dqn
728,10,-11.0,dqn
729,100,-110.0,dqn
730,11,-9.0,dqn
731,15,-15.0,dqn
732,100,-110.0,dqn
733,11,-13.0,dqn
734,23,-19.0,dqn
735,73,-73.0,dqn
736,100,-110.0,dqn
737,20,-17.0,dqn
738,56,-56.0,dqn
739,34,-16.0,dqn
740,31,-13.0,dqn
741,100,-110.0,dqn
742,100,-110.0,dqn
743,24,-23.0,dqn
744,100,-110.0,dqn
745,26,-19.0,dqn
746,29,-22.0,dqn
747,19,-15.0,dqn
748,58,-58.0,dqn
749,94,-94.0,dqn
750,100,-110.0,dqn
751,15,-14.0,dqn
752,15,-16.0,dqn
753,38,-38.0,dqn
754,16,-12.0,dqn
755,100,-110.0,dqn
756,8,-10.0,dqn
757,10,-10.0,dqn
758,100,-110.0,dqn
759,15,-14.0,dqn
760,13,-14.0,dqn
761,14,-16.0,dqn
762,100,-110.0,dqn
763,88,-88.0,dqn
764,11,-11.0,dqn
765,31,-31.0,dqn
766,10,-10.0,dqn
767,51,-20.0,dqn
768,22,-14.0,dqn
769,8,-10.0,dqn
770,100,-110.0,dqn
771,11,-14.0,dqn
772,25,-22.0,dqn
773,35,-18.0,dqn
774,11,-10.0,dqn
775,11,-12.0,dqn
776,17,-15.0,dqn
777,11,-10.0,dqn
778,100,-129.0,dqn
779,52,-52.0,dqn
780,51,-51.0,dqn
781,21,-21.0,dqn
782,15,-15.0,dqn
783,14,-14.0,dqn
784,13,-12.0,dqn
785,15,-12.0,dqn
786,10,-9.0,dqn
787,8,-9.0,dqn
788,86,-86.0,dqn
789,97,-97.0,dqn
790,100,-110.0,dqn
791,16,-12.0,dqn
792,100,-110.0,dqn
793,100,-110.0,dqn
794,100,-110.0,dqn
795,27,-17.0,dqn
796,19,-12.0,dqn
797,100,-110.0,dqn
798,9,-11.0,dqn
799,60,-66.0,dqn
800,27,-20.0,dqn
801,15,-16.0,dqn
802,11,-10.0,dqn
803,100,-110.0,dqn
804,12,-12.0,dqn
805,42,-14.0,dqn
806,44,-22.0,dqn
807,33,-15.0,dqn
808,15,-16.0,dqn
809,14,-11.0,dqn
810,42,-42.0,dqn
811,9,-11.0,dqn
812,11,-13.0,dqn
813,100,-110.0,dqn
814,100,-110.0,dqn
815,14,-17.0,dqn
816,21,-19.0,dqn
817,7,-10.0,dqn
818,42,-42.0,dqn
819,100,-110.0,dqn
820,21,-19.0,dqn
821,24,-15.0,dqn
822,39,-26.0,dqn
823,79,-79.0,dqn
824,69,-69.0,dqn
825,44,-28.0,dqn
826,46,-46.0,dqn
827,9,-10.0,dqn
828,17,-14.0,dqn
829,21,-17.0,dqn
830,33,-14.0,dqn
831,8,-11.0,dqn
832,45,-45.0,dqn
833,100,-110.0,dqn
834,48,-57.0,dqn
835,10,-11.0,dqn
836,10,-9.0,dqn
837,14,-12.0,dqn
838,100,-110.0,dqn
839,14,-12.0,dqn
840,23,-15.0,dqn
841,100,-110.0,dqn
842,61,-61.0,dqn
843,54,-27.0,dqn
844,56,-23.0,dqn
845,37,-21.0,dqn
846,37,-37.0,dqn
847,8,-11.0,dqn
848,31,-11.0,dqn
849,100,-110.0,dqn
850,27,-13.0,dqn
851,100,-110.0,dqn
852,18,-14.0,dqn
853,31,-31.0,dqn
854,100,-110.0,dqn
855,45,-20.0,dqn
856,26,-26.0,dqn
857,19,-17.0,dqn
858,18,-15.0,dqn
859,34,-15.0,dqn
860,100,-110.0,dqn
861,95,-95.0,dqn
862,22,-14.0,dqn
863,100,-110.0,dqn
864,14,-13.0,dqn
865,29,-15.0,dqn
866,35,-44.0,dqn
867,58,-58.0,dqn
868,14,-10.0,dqn
869,43,-43.0,dqn
870,44,-44.0,dqn
871,9,-10.0,dqn
872,100,-110.0,dqn
873,15,-14.0,dqn
874,10,-9.0,dqn
875,82,-82.0,dqn
876,92,-92.0,dqn
877,100,-110.0,dqn
878,9,-10.0,dqn
879,10,-9.0,dqn
880,47,-47.0,dqn
881,34,-17.0,dqn
882,15,-15.0,dqn
883,9,-10.0,dqn
884,11,-9.0,dqn
885,13,-13.0,dqn
886,12,-13.0,dqn
887,53,-53.0,dqn
888,54,-54.0,dqn
889,100,-110.0,dqn
890,100,-110.0,dqn
891,81,-81.0,dqn
892,100,-110.0,dqn
893,100,-110.0,dqn
894,17,-18.0,dqn
895,13,-9.0,dqn
896,43,-25.0,dqn
897,100,-110.0,dqn
898,6,-9.0,dqn
899,39,-19.0,dqn
900,7,-9.0,dqn
901,100,-110.0,dqn
902,100,-110.0,dqn
903,17,-13.0,dqn
904,100,-110.0,dqn
905,11,-11.0,dqn
906,14,-13.0,dqn
907,100,-110.0,dqn
908,72,-72.0,dqn
909,12,-11.0,dqn
910,6,-11.0,dqn
911,15,-13.0,dqn
912,100,-130.0,dqn
913,85,-85.0,dqn
914,100,-110.0,dqn
915,100,-110.0,dqn
916,90,-90.0,dqn
917,100,-110.0,dqn
918,7,-10.0,dqn
919,15,-12.0,dqn
920,13,-10.0,dqn
921,10,-10.0,dqn
922,15,-14.0,dqn
923,100,-110.0,dqn
924,100,-120.0,dqn
925,17,-11.0,dqn
926,100,-110.0,dqn
927,71,-42.0,dqn
928,100,-111.0,dqn
929,100,-110.0,dqn
930,10,-12.0,dqn
931,4,-9.0,dqn
932,17,-12.0,dqn
933,11,-13.0,dqn
934,100,-110.0,dqn
935,56,-56.0,dqn
936,100,-132.0,dqn
937,46,-46.0,dqn
938,100,-110.0,dqn
939,11,-10.0,dqn
940,82,-82.0,dqn
941,13,-13.0,dqn
942,18,-11.0,dqn
943,8,-10.0,dqn
944,9,-9.0,dqn
945,52,-52.0,dqn
946,100,-110.0,dqn
947,9,-11.0,dqn
948,12,-10.0,dqn
949,13,-10.0,dqn
950,30,-12.0,dqn
951,94,-94.0,dqn
952,100,-110.0,dqn
953,100,-136.0,dqn
954,48,-48.0,dqn
955,100,-120.0,dqn
956,26,-14.0,dqn
957,19,-16.0,dqn
958,35,-35.0,dqn
959,9,-11.0,dqn
960,11,-10.0,dqn
961,23,-9.0,dqn
962,14,-11.0,dqn
963,11,-11.0,dqn
964,10,-13.0,dqn
965,100,-110.0,dqn
966,75,-75.0,dqn
967,26,-13.0,dqn
968,100,-129.0,dqn
969,50,-50.0,dqn
970,92,-92.0,dqn
971,100,-110.0,dqn
972,85,-85.0,dqn
973,59,-63.0,dqn
974,11,-11.0,dqn
975,10,-9.0,dqn
976,100,-110.0,dqn
977,17,-9.0,dqn
978,25,-14.0,dqn
979,100,-120.0,dqn
980,15,-16.0,dqn
981,10,-12.0,dqn
982,97,-97.0,dqn
983,100,-110.0,dqn
984,21,-14.0,dqn
985,67,-67.0,dqn
986,22,-15.0,dqn
987,100,-110.0,dqn
988,29,-14.0,dqn
989,53,-53.0,dqn
990,10,-10.0,dqn
991,12,-13.0,dqn
992,64,-64.0,dqn
993,92,-92.0,dqn
994,21,-16.0,dqn
995,54,-54.0,dqn
996,38,-14.0,dqn
997,25,-23.0,dqn
998,61,-61.0,dqn
999,53,-20.0,dqn
1000,12,-11.0,dqn
1001,18,-11.0,dqn
1002,7,-9.0,dqn
1003,43,-43.0,dqn
1004,8,-9.0,dqn
1005,100,-110.0,dqn
1006,85,-85.0,dqn
1007,15,-13.0,dqn
1008,10,-10.0,dqn
1009,100,-128.0,dqn
1010,10,-11.0,dqn
1011,26,-26.0,dqn
1012,10,-11.0,dqn
1013,7,-10.0,dqn
1014,31,-18.0,dqn
1015,10,-11.0,dqn
1016,92,-92.0,dqn
1017,100,-110.0,dqn
1018,38,-38.0,dqn
1019,25,-25.0,dqn
1020,7,-9.0,dqn
1021,51,-23.0,dqn
1022,26,-21.0,dqn
1023,55,-55.0,dqn
1024,15,-14.0,dqn
1025,100,-110.0,dqn
1026,100,-110.0,dqn
1027,23,-17.0,dqn
1028,100,-110.0,dqn
1029,47,-47.0,dqn
1030,45,-45.0,dqn
1031,10,-9.0,dqn
1032,18,-13.0,dqn
1033,8,-10.0,dqn
1034,9,-12.0,dqn
1035,66,-35.0,dqn
1036,18,-13.0,dqn
1037,100,-110.0,dqn
1038,22,-20.0,dqn
1039,97,-97.0,dqn
1040,13,-12.0,dqn
1041,21,-12.0,dqn
1042,100,-110.0,dqn
1043,96,-96.0,dqn
1044,75,-75.0,dqn
1045,27,-17.0,dqn
1046,10,-15.0,dqn
1047,9,-11.0,dqn
1048,29,-24.0,dqn
1049,16,-11.0,dqn
1050,25,-17.0,dqn
1051,9,-11.0,dqn
1052,52,-52.0,dqn
1053,41,-41.0,dqn
1054,31,-14.0,dqn
1055,7,-9.0,dqn
1056,100,-110.0,dqn
1057,69,-69.0,dqn
1058,100,-110.0,dqn
1059,36,-23.0,dqn
1060,20,-12.0,dqn
1061,100,-110.0,dqn
1062,7,-10.0,dqn
1063,35,-35.0,dqn
1064,14,-10.0,dqn
1065,15,-12.0,dqn
1066,21,-15.0,dqn
1067,100,-110.0,dqn
1068,10,-10.0,dqn
