Episode,Step,Return,Algorithm
70,69,-68.0,qlearning
71,55,-54.0,qlearning
72,61,-60.0,qlearning
73,67,-66.0,qlearning
74,109,-108.0,qlearning
75,43,-42.0,qlearning
76,109,-108.0,qlearning
77,93,-92.0,qlearning
78,47,-46.0,qlearning
79,65,-64.0,qlearning
80,35,-34.0,qlearning
81,72,-71.0,qlearning
82,65,-64.0,qlearning
83,57,-56.0,qlearning
84,40,-39.0,qlearning
85,92,-91.0,qlearning
86,51,-50.0,qlearning
87,112,-111.0,qlearning
88,30,-29.0,qlearning
89,55,-54.0,qlearning
90,58,-157.0,qlearning
91,78,-77.0,qlearning
92,79,-78.0,qlearning
93,34,-33.0,qlearning
94,73,-72.0,qlearning
95,59,-58.0,qlearning
96,55,-54.0,qlearning
97,57,-56.0,qlearning
98,47,-46.0,qlearning
99,91,-90.0,qlearning
100,31,-30.0,qlearning
101,75,-74.0,qlearning
102,53,-52.0,qlearning
103,61,-60.0,qlearning
104,61,-60.0,qlearning
105,39,-38.0,qlearning
106,82,-81.0,qlearning
107,47,-46.0,qlearning
108,65,-64.0,qlearning
109,40,-39.0,qlearning
110,77,-76.0,qlearning
111,49,-48.0,qlearning
112,55,-54.0,qlearning
113,46,-45.0,qlearning
114,54,-53.0,qlearning
115,53,-52.0,qlearning
116,80,-79.0,qlearning
117,38,-37.0,qlearning
118,28,-27.0,qlearning
119,67,-66.0,qlearning
120,85,-84.0,qlearning
121,66,-65.0,qlearning
122,32,-31.0,qlearning
123,24,-23.0,qlearning
124,49,-48.0,qlearning
125,59,-58.0,qlearning
126,70,-69.0,qlearning
127,41,-40.0,qlearning
128,45,-44.0,qlearning
129,30,-29.0,qlearning
130,61,-60.0,qlearning
131,44,-43.0,qlearning
132,70,-69.0,qlearning
133,32,-31.0,qlearning
134,41,-40.0,qlearning
135,58,-57.0,qlearning
136,84,-83.0,qlearning
137,42,-41.0,qlearning
138,27,-26.0,qlearning
139,44,-43.0,qlearning
140,52,-51.0,qlearning
141,36,-35.0,qlearning
142,39,-38.0,qlearning
143,42,-41.0,qlearning
144,39,-38.0,qlearning
145,76,-75.0,qlearning
146,32,-31.0,qlearning
147,55,-54.0,qlearning
148,48,-47.0,qlearning
149,53,-52.0,qlearning
150,24,-23.0,qlearning
151,41,-40.0,qlearning
152,61,-60.0,qlearning
153,34,-33.0,qlearning
154,46,-45.0,qlearning
155,40,-39.0,qlearning
156,83,-182.0,qlearning
157,45,-44.0,qlearning
158,72,-71.0,qlearning
159,32,-31.0,qlearning
160,43,-42.0,qlearning
161,40,-39.0,qlearning
162,21,-20.0,qlearning
163,71,-70.0,qlearning
164,44,-43.0,qlearning
165,41,-40.0,qlearning
166,20,-19.0,qlearning
167,65,-64.0,qlearning
168,36,-35.0,qlearning
169,34,-33.0,qlearning
170,40,-39.0,qlearning
171,43,-42.0,qlearning
172,45,-44.0,qlearning
173,49,-48.0,qlearning
174,41,-40.0,qlearning
175,45,-44.0,qlearning
176,33,-32.0,qlearning
177,83,-82.0,qlearning
178,37,-36.0,qlearning
179,42,-41.0,qlearning
180,22,-21.0,qlearning
181,47,-46.0,qlearning
182,24,-23.0,qlearning
183,33,-32.0,qlearning
184,46,-45.0,qlearning
185,23,-22.0,qlearning
186,94,-193.0,qlearning
187,48,-47.0,qlearning
188,30,-29.0,qlearning
189,27,-26.0,qlearning
190,48,-47.0,qlearning
191,36,-35.0,qlearning
192,58,-57.0,qlearning
193,25,-24.0,qlearning
194,26,-25.0,qlearning
195,58,-57.0,qlearning
196,34,-33.0,qlearning
197,57,-56.0,qlearning
198,29,-28.0,qlearning
199,27,-26.0,qlearning
200,28,-27.0,qlearning
201,50,-49.0,qlearning
202,36,-35.0,qlearning
203,33,-132.0,qlearning
204,31,-30.0,qlearning
205,30,-29.0,qlearning
206,48,-47.0,qlearning
207,38,-37.0,qlearning
208,29,-28.0,qlearning
209,44,-43.0,qlearning
210,46,-45.0,qlearning
211,36,-35.0,qlearning
212,29,-28.0,qlearning
213,16,-15.0,qlearning
214,36,-35.0,qlearning
215,38,-37.0,qlearning
216,30,-29.0,qlearning
217,40,-39.0,qlearning
218,47,-46.0,qlearning
219,32,-31.0,qlearning
220,25,-24.0,qlearning
221,54,-53.0,qlearning
222,20,-19.0,qlearning
223,32,-31.0,qlearning
224,43,-42.0,qlearning
225,24,-23.0,qlearning
226,41,-40.0,qlearning
227,36,-35.0,qlearning
228,41,-40.0,qlearning
229,42,-41.0,qlearning
230,29,-28.0,qlearning
231,24,-23.0,qlearning
232,34,-33.0,qlearning
233,49,-148.0,qlearning
234,23,-22.0,qlearning
235,41,-40.0,qlearning
236,50,-49.0,qlearning
237,23,-22.0,qlearning
238,22,-21.0,qlearning
239,36,-35.0,qlearning
240,37,-36.0,qlearning
241,26,-25.0,qlearning
242,39,-38.0,qlearning
243,34,-33.0,qlearning
244,25,-24.0,qlearning
245,24,-23.0,qlearning
246,39,-38.0,qlearning
247,40,-39.0,qlearning
248,32,-31.0,qlearning
249,28,-27.0,qlearning
250,23,-22.0,qlearning
251,41,-40.0,qlearning
252,22,-21.0,qlearning
253,32,-31.0,qlearning
254,20,-19.0,qlearning
255,33,-32.0,qlearning
256,37,-36.0,qlearning
257,55,-54.0,qlearning
258,18,-17.0,qlearning
259,27,-26.0,qlearning
260,38,-37.0,qlearning
261,44,-43.0,qlearning
262,21,-20.0,qlearning
263,31,-30.0,qlearning
264,16,-15.0,qlearning
265,28,-27.0,qlearning
266,48,-47.0,qlearning
267,42,-41.0,qlearning
268,31,-30.0,qlearning
269,24,-23.0,qlearning
270,16,-15.0,qlearning
271,25,-24.0,qlearning
272,25,-124.0,qlearning
273,32,-31.0,qlearning
274,37,-36.0,qlearning
275,20,-19.0,qlearning
276,55,-54.0,qlearning
277,21,-20.0,qlearning
278,25,-24.0,qlearning
279,40,-39.0,qlearning
280,18,-17.0,qlearning
281,26,-25.0,qlearning
282,24,-23.0,qlearning
283,55,-54.0,qlearning
284,34,-33.0,qlearning
285,29,-28.0,qlearning
286,31,-30.0,qlearning
287,18,-17.0,qlearning
288,20,-19.0,qlearning
289,45,-44.0,qlearning
290,26,-25.0,qlearning
291,32,-31.0,qlearning
292,16,-15.0,qlearning
293,23,-22.0,qlearning
294,26,-25.0,qlearning
295,16,-15.0,qlearning
296,30,-29.0,qlearning
297,29,-28.0,qlearning
298,28,-27.0,qlearning
299,50,-49.0,qlearning
0,1000,-2200.0,sarsa
1,667,-866.0,sarsa
2,280,-279.0,sarsa
3,156,-155.0,sarsa
4,196,-195.0,sarsa
5,231,-230.0,sarsa
6,338,-437.0,sarsa
7,197,-196.0,sarsa
8,128,-127.0,sarsa
9,80,-79.0,sarsa
10,290,-289.0,sarsa
11,158,-157.0,sarsa
12,84,-83.0,sarsa
13,142,-141.0,sarsa
14,147,-146.0,sarsa
15,165,-164.0,sarsa
16,274,-373.0,sarsa
17,133,-132.0,sarsa
18,77,-76.0,sarsa
19,187,-186.0,sarsa
20,102,-101.0,sarsa
21,82,-81.0,sarsa
22,166,-165.0,sarsa
23,76,-275.0,sarsa
24,150,-149.0,sarsa
25,65,-64.0,sarsa
26,211,-210.0,sarsa
27,57,-56.0,sarsa
28,92,-91.0,sarsa
29,117,-116.0,sarsa
30,113,-112.0,sarsa
31,162,-161.0,sarsa
32,88,-87.0,sarsa
33,75,-74.0,sarsa
34,167,-266.0,sarsa
35,49,-48.0,sarsa
36,94,-93.0,sarsa
37,116,-115.0,sarsa
38,111,-110.0,sarsa
39,109,-108.0,sarsa
40,79,-78.0,sarsa
41,62,-61.0,sarsa
42,110,-109.0,sarsa
43,98,-97.0,sarsa
44,64,-63.0,sarsa
45,121,-120.0,sarsa
46,61,-60.0,sarsa
47,119,-118.0,sarsa
48,79,-78.0,sarsa
49,112,-111.0,sarsa
50,88,-87.0,sarsa
51,112,-111.0,sarsa
52,93,-92.0,sarsa
53,165,-264.0,sarsa
54,59,-58.0,sarsa
55,99,-98.0,sarsa
56,85,-84.0,sarsa
57,86,-85.0,sarsa
58,66,-65.0,sarsa
59,115,-114.0,sarsa
60,86,-85.0,sarsa
61,63,-62.0,sarsa
62,117,-116.0,sarsa
63,107,-206.0,sarsa
64,85,-84.0,sarsa
65,104,-103.0,sarsa
66,87,-86.0,sarsa
67,71,-70.0,sarsa
68,81,-80.0,sarsa
69,80,-79.0,sarsa
70,61,-60.0,sarsa
71,75,-74.0,sarsa
72,67,-66.0,sarsa
73,59,-58.0,sarsa
74,86,-85.0,sarsa
75,45,-44.0,sarsa
76,114,-213.0,sarsa
77,81,-80.0,sarsa
78,61,-60.0,sarsa
79,71,-70.0,sarsa
80,94,-193.0,sarsa
81,95,-94.0,sarsa
82,52,-51.0,sarsa
83,65,-64.0,sarsa
84,82,-81.0,sarsa
85,55,-54.0,sarsa
86,52,-51.0,sarsa
87,54,-53.0,sarsa
88,106,-105.0,sarsa
89,47,-46.0,sarsa
90,48,-47.0,sarsa
91,44,-43.0,sarsa
92,66,-65.0,sarsa
93,48,-47.0,sarsa
94,79,-78.0,sarsa
95,104,-103.0,sarsa
96,40,-39.0,sarsa
97,49,-48.0,sarsa
98,79,-78.0,sarsa
99,81,-80.0,sarsa
100,38,-37.0,sarsa
101,73,-72.0,sarsa
102,36,-35.0,sarsa
103,55,-54.0,sarsa
104,87,-86.0,sarsa
105,32,-31.0,sarsa
106,101,-100.0,sarsa
107,26,-25.0,sarsa
108,66,-65.0,sarsa
109,41,-40.0,sarsa
110,81,-80.0,sarsa
111,89,-88.0,sarsa
112,47,-46.0,sarsa
113,34,-33.0,sarsa
114,52,-51.0,sarsa
115,52,-51.0,sarsa
116,42,-41.0,sarsa
117,67,-66.0,sarsa
118,89,-88.0,sarsa
119,55,-54.0,sarsa
120,48,-47.0,sarsa
121,55,-54.0,sarsa
122,62,-61.0,sarsa
123,62,-61.0,sarsa
124,35,-34.0,sarsa
125,73,-72.0,sarsa
126,41,-40.0,sarsa
127,81,-80.0,sarsa
128,59,-58.0,sarsa
129,48,-47.0,sarsa
130,57,-56.0,sarsa
131,55,-54.0,sarsa
132,24,-23.0,sarsa
133,60,-59.0,sarsa
134,63,-62.0,sarsa
135,38,-37.0,sarsa
136,40,-39.0,sarsa
137,41,-40.0,sarsa
138,61,-60.0,sarsa
139,57,-56.0,sarsa
140,54,-53.0,sarsa
141,76,-75.0,sarsa
142,79,-178.0,sarsa
143,39,-38.0,sarsa
144,55,-54.0,sarsa
145,43,-42.0,sarsa
146,65,-64.0,sarsa
147,27,-26.0,sarsa
148,57,-56.0,sarsa
149,41,-40.0,sarsa
150,33,-32.0,sarsa
151,46,-45.0,sarsa
152,74,-73.0,sarsa
153,79,-78.0,sarsa
154,26,-25.0,sarsa
155,59,-58.0,sarsa
156,37,-36.0,sarsa
157,36,-35.0,sarsa
158,97,-96.0,sarsa
159,39,-38.0,sarsa
160,32,-31.0,sarsa
161,63,-62.0,sarsa
162,37,-36.0,sarsa
163,47,-46.0,sarsa
164,32,-31.0,sarsa
165,71,-70.0,sarsa
166,42,-41.0,sarsa
167,40,-39.0,sarsa
168,28,-27.0,sarsa
169,72,-71.0,sarsa
170,26,-25.0,sarsa
171,26,-25.0,sarsa
172,82,-81.0,sarsa
173,29,-28.0,sarsa
174,52,-51.0,sarsa
175,36,-35.0,sarsa
176,20,-19.0,sarsa
177,55,-54.0,sarsa
178,51,-50.0,sarsa
179,28,-27.0,sarsa
180,39,-38.0,sarsa
181,29,-28.0,sarsa
182,43,-42.0,sarsa
183,57,-56.0,sarsa
184,74,-73.0,sarsa
185,23,-22.0,sarsa
186,22,-21.0,sarsa
187,34,-33.0,sarsa
188,43,-42.0,sarsa
189,39,-38.0,sarsa
190,28,-27.0,sarsa
191,59,-58.0,sarsa
192,23,-22.0,sarsa
193,59,-58.0,sarsa
194,29,-128.0,sarsa
195,50,-149.0,sarsa
196,48,-47.0,sarsa
197,34,-33.0,sarsa
198,28,-27.0,sarsa
199,27,-26.0,sarsa
200,40,-39.0,sarsa
201,38,-37.0,sarsa
202,21,-20.0,sarsa
203,54,-53.0,sarsa
204,37,-36.0,sarsa
205,52,-51.0,sarsa
206,36,-35.0,sarsa
207,20,-19.0,sarsa
208,20,-19.0,sarsa
209,63,-62.0,sarsa
210,30,-29.0,sarsa
211,56,-55.0,sarsa
212,26,-25.0,sarsa
213,54,-53.0,sarsa
214,35,-34.0,sarsa
215,33,-32.0,sarsa
216,34,-33.0,sarsa
217,30,-29.0,sarsa
218,35,-34.0,sarsa
219,28,-27.0,sarsa
220,73,-172.0,sarsa
221,43,-42.0,sarsa
222,28,-27.0,sarsa
223,39,-38.0,sarsa
224,46,-45.0,sarsa
225,39,-38.0,sarsa
226,28,-27.0,sarsa
227,46,-45.0,sarsa
228,44,-43.0,sarsa
229,38,-37.0,sarsa
230,21,-20.0,sarsa
231,45,-44.0,sarsa
232,34,-33.0,sarsa
233,37,-36.0,sarsa
234,56,-55.0,sarsa
235,30,-29.0,sarsa
236,36,-35.0,sarsa
237,40,-39.0,sarsa
238,45,-44.0,sarsa
239,30,-29.0,sarsa
240,30,-29.0,sarsa
241,60,-59.0,sarsa
242,27,-26.0,sarsa
243,27,-26.0,sarsa
244,29,-28.0,sarsa
245,40,-39.0,sarsa
246,26,-25.0,sarsa
247,26,-25.0,sarsa
248,34,-33.0,sarsa
249,36,-35.0,sarsa
250,45,-44.0,sarsa
251,36,-35.0,sarsa
252,37,-36.0,sarsa
253,37,-36.0,sarsa
254,42,-41.0,sarsa
255,22,-21.0,sarsa
256,24,-23.0,sarsa
257,38,-37.0,sarsa
258,21,-20.0,sarsa
259,25,-24.0,sarsa
260,51,-50.0,sarsa
261,34,-33.0,sarsa
262,19,-18.0,sarsa
263,34,-33.0,sarsa
264,26,-25.0,sarsa
265,18,-17.0,sarsa
266,29,-28.0,sarsa
267,35,-34.0,sarsa
268,30,-29.0,sarsa
269,18,-17.0,sarsa
270,24,-23.0,sarsa
271,24,-23.0,sarsa
272,18,-17.0,sarsa
273,41,-40.0,sarsa
274,23,-22.0,sarsa
275,35,-34.0,sarsa
276,30,-29.0,sarsa
277,18,-17.0,sarsa
278,18,-17.0,sarsa
279,25,-24.0,sarsa
280,32,-31.0,sarsa
281,27,-26.0,sarsa
282,18,-17.0,sarsa
283,20,-19.0,sarsa
284,24,-23.0,sarsa
285,22,-21.0,sarsa
286,41,-40.0,sarsa
287,16,-15.0,sarsa
288,30,-29.0,sarsa
289,26,-25.0,sarsa
290,22,-21.0,sarsa
291,33,-32.0,sarsa
292,28,-27.0,sarsa
293,18,-17.0,sarsa
294,34,-33.0,sarsa
295,33,-32.0,sarsa
296,20,-19.0,sarsa
297,16,-15.0,sarsa
298,29,-28.0,sarsa
299,18,-17.0,sarsa
