Episode,Step,Return,Algorithm
131,50,-50.0,DQN
132,50,-50.0,DQN
133,50,-50.0,DQN
134,30,-30.0,DQN
135,50,-50.0,DQN
136,50,-50.0,DQN
137,50,-50.0,DQN
138,50,-50.0,DQN
139,50,-50.0,DQN
140,50,-50.0,DQN
141,50,-50.0,DQN
142,50,-50.0,DQN
143,49,-49.0,DQN
144,26,-26.0,DQN
145,50,-50.0,DQN
146,50,-50.0,DQN
147,50,-50.0,DQN
148,17,-17.0,DQN
149,50,-50.0,DQN
150,24,-24.0,DQN
151,38,-38.0,DQN
152,50,-50.0,DQN
153,47,-47.0,DQN
154,50,-50.0,DQN
155,24,-24.0,DQN
156,50,-50.0,DQN
157,50,-50.0,DQN
158,38,-38.0,DQN
159,50,-50.0,DQN
160,50,-50.0,DQN
161,50,-50.0,DQN
162,50,-50.0,DQN
163,50,-50.0,DQN
164,50,-50.0,DQN
165,50,-50.0,DQN
166,23,-23.0,DQN
167,50,-50.0,DQN
168,50,-50.0,DQN
169,50,-50.0,DQN
170,50,-50.0,DQN
171,50,-50.0,DQN
172,50,-50.0,DQN
173,50,-50.0,DQN
174,50,-50.0,DQN
175,50,-50.0,DQN
176,50,-50.0,DQN
177,34,-34.0,DQN
178,45,-45.0,DQN
179,50,-50.0,DQN
180,50,-50.0,DQN
181,50,-50.0,DQN
182,50,-50.0,DQN
183,50,-50.0,DQN
184,50,-50.0,DQN
185,50,-50.0,DQN
186,50,-50.0,DQN
187,50,-50.0,DQN
188,50,-50.0,DQN
189,50,-50.0,DQN
190,19,-19.0,DQN
191,50,-50.0,DQN
192,50,-50.0,DQN
193,50,-50.0,DQN
194,50,-50.0,DQN
195,50,-50.0,DQN
196,38,-38.0,DQN
197,50,-50.0,DQN
198,50,-50.0,DQN
199,50,-50.0,DQN
200,25,-25.0,DQN
201,33,-33.0,DQN
202,50,-50.0,DQN
203,50,-50.0,DQN
204,50,-50.0,DQN
205,50,-50.0,DQN
206,50,-50.0,DQN
207,50,-50.0,DQN
208,50,-50.0,DQN
209,50,-50.0,DQN
210,50,-50.0,DQN
211,40,-40.0,DQN
212,50,-50.0,DQN
213,50,-50.0,DQN
214,50,-50.0,DQN
215,50,-50.0,DQN
216,50,-50.0,DQN
217,50,-50.0,DQN
218,50,-50.0,DQN
219,39,-39.0,DQN
220,50,-50.0,DQN
221,50,-50.0,DQN
222,14,-14.0,DQN
223,27,-27.0,DQN
224,50,-50.0,DQN
225,50,-50.0,DQN
226,50,-50.0,DQN
227,50,-50.0,DQN
228,50,-50.0,DQN
229,50,-50.0,DQN
230,50,-50.0,DQN
231,50,-50.0,DQN
232,50,-50.0,DQN
233,50,-50.0,DQN
234,20,-20.0,DQN
235,13,-13.0,DQN
236,50,-50.0,DQN
237,50,-50.0,DQN
238,50,-50.0,DQN
239,42,-42.0,DQN
240,49,-49.0,DQN
241,46,-46.0,DQN
242,46,-46.0,DQN
243,50,-50.0,DQN
244,50,-50.0,DQN
245,49,-49.0,DQN
246,47,-47.0,DQN
247,50,-50.0,DQN
248,50,-50.0,DQN
249,21,-21.0,DQN
250,50,-50.0,DQN
251,50,-50.0,DQN
252,50,-50.0,DQN
253,47,-47.0,DQN
254,50,-50.0,DQN
255,14,-14.0,DQN
256,36,-36.0,DQN
257,50,-50.0,DQN
258,15,-15.0,DQN
259,22,-22.0,DQN
260,41,-41.0,DQN
261,42,-42.0,DQN
262,36,-36.0,DQN
263,50,-50.0,DQN
264,50,-50.0,DQN
265,50,-50.0,DQN
266,50,-50.0,DQN
267,36,-36.0,DQN
268,26,-26.0,DQN
269,44,-44.0,DQN
270,40,-40.0,DQN
271,35,-35.0,DQN
272,16,-16.0,DQN
273,39,-39.0,DQN
274,50,-50.0,DQN
275,50,-50.0,DQN
276,41,-41.0,DQN
277,50,-50.0,DQN
278,50,-50.0,DQN
279,50,-50.0,DQN
280,50,-50.0,DQN
281,18,-18.0,DQN
282,26,-26.0,DQN
283,50,-50.0,DQN
284,36,-36.0,DQN
285,50,-50.0,DQN
286,40,-40.0,DQN
287,50,-50.0,DQN
288,50,-50.0,DQN
289,23,-23.0,DQN
290,50,-50.0,DQN
291,32,-32.0,DQN
292,50,-50.0,DQN
293,36,-36.0,DQN
294,50,-50.0,DQN
295,50,-50.0,DQN
296,50,-50.0,DQN
297,37,-37.0,DQN
298,34,-34.0,DQN
299,17,-17.0,DQN
300,42,-42.0,DQN
301,36,-36.0,DQN
302,50,-50.0,DQN
303,29,-29.0,DQN
304,50,-50.0,DQN
305,50,-50.0,DQN
306,50,-50.0,DQN
307,39,-39.0,DQN
308,44,-44.0,DQN
309,24,-24.0,DQN
310,50,-50.0,DQN
311,42,-42.0,DQN
312,50,-50.0,DQN
313,39,-39.0,DQN
314,40,-40.0,DQN
315,50,-50.0,DQN
316,50,-50.0,DQN
317,46,-46.0,DQN
318,50,-50.0,DQN
319,50,-50.0,DQN
320,50,-50.0,DQN
321,35,-35.0,DQN
322,12,-12.0,DQN
323,27,-27.0,DQN
324,50,-50.0,DQN
325,50,-50.0,DQN
326,50,-50.0,DQN
327,50,-50.0,DQN
328,25,-25.0,DQN
329,50,-50.0,DQN
330,29,-29.0,DQN
331,43,-43.0,DQN
332,50,-50.0,DQN
333,50,-50.0,DQN
334,50,-50.0,DQN
335,50,-50.0,DQN
336,50,-50.0,DQN
337,50,-50.0,DQN
338,21,-21.0,DQN
339,50,-50.0,DQN
340,50,-50.0,DQN
341,50,-50.0,DQN
342,13,-13.0,DQN
343,50,-50.0,DQN
344,20,-20.0,DQN
345,37,-37.0,DQN
346,50,-50.0,DQN
347,37,-37.0,DQN
348,50,-50.0,DQN
349,50,-50.0,DQN
350,50,-50.0,DQN
351,50,-50.0,DQN
352,42,-42.0,DQN
353,50,-50.0,DQN
354,50,-50.0,DQN
355,26,-26.0,DQN
356,44,-44.0,DQN
357,50,-50.0,DQN
358,50,-50.0,DQN
359,31,-31.0,DQN
360,29,-29.0,DQN
361,19,-19.0,DQN
362,19,-19.0,DQN
363,43,-43.0,DQN
364,50,-50.0,DQN
365,14,-14.0,DQN
366,50,-50.0,DQN
367,50,-50.0,DQN
368,45,-45.0,DQN
369,50,-50.0,DQN
370,37,-37.0,DQN
371,50,-50.0,DQN
372,50,-50.0,DQN
373,40,-40.0,DQN
374,44,-44.0,DQN
375,47,-47.0,DQN
376,32,-32.0,DQN
377,25,-25.0,DQN
378,50,-50.0,DQN
379,50,-50.0,DQN
380,41,-41.0,DQN
381,21,-21.0,DQN
382,50,-50.0,DQN
383,50,-50.0,DQN
384,50,-50.0,DQN
385,50,-50.0,DQN
386,50,-50.0,DQN
387,37,-37.0,DQN
388,26,-26.0,DQN
389,50,-50.0,DQN
390,50,-50.0,DQN
391,16,-16.0,DQN
392,38,-38.0,DQN
393,50,-50.0,DQN
394,50,-50.0,DQN
395,30,-30.0,DQN
396,50,-50.0,DQN
397,50,-50.0,DQN
398,50,-50.0,DQN
399,29,-29.0,DQN
400,50,-50.0,DQN
401,38,-38.0,DQN
402,37,-37.0,DQN
403,46,-46.0,DQN
404,25,-25.0,DQN
405,28,-28.0,DQN
406,50,-50.0,DQN
407,50,-50.0,DQN
408,48,-48.0,DQN
409,41,-41.0,DQN
410,50,-50.0,DQN
411,50,-50.0,DQN
412,22,-22.0,DQN
413,42,-42.0,DQN
414,50,-50.0,DQN
415,30,-30.0,DQN
416,50,-50.0,DQN
417,50,-50.0,DQN
418,40,-40.0,DQN
419,50,-50.0,DQN
420,50,-50.0,DQN
421,45,-45.0,DQN
422,50,-50.0,DQN
423,50,-50.0,DQN
424,27,-27.0,DQN
425,50,-50.0,DQN
426,44,-44.0,DQN
427,50,-50.0,DQN
428,28,-28.0,DQN
429,50,-50.0,DQN
430,50,-50.0,DQN
431,50,-50.0,DQN
432,50,-50.0,DQN
433,28,-28.0,DQN
434,20,-20.0,DQN
435,19,-19.0,DQN
436,30,-30.0,DQN
437,50,-50.0,DQN
438,28,-28.0,DQN
439,47,-47.0,DQN
440,24,-24.0,DQN
441,50,-50.0,DQN
442,50,-50.0,DQN
443,50,-50.0,DQN
444,14,-14.0,DQN
445,36,-36.0,DQN
446,29,-29.0,DQN
447,41,-41.0,DQN
448,34,-34.0,DQN
449,34,-34.0,DQN
450,50,-50.0,DQN
451,46,-46.0,DQN
452,42,-42.0,DQN
453,30,-30.0,DQN
454,41,-41.0,DQN
455,40,-40.0,DQN
456,25,-25.0,DQN
457,50,-50.0,DQN
458,50,-50.0,DQN
459,43,-43.0,DQN
460,50,-50.0,DQN
461,28,-28.0,DQN
462,48,-48.0,DQN
463,50,-50.0,DQN
464,35,-35.0,DQN
465,50,-50.0,DQN
466,11,-11.0,DQN
467,23,-23.0,DQN
468,41,-41.0,DQN
469,46,-46.0,DQN
470,50,-50.0,DQN
471,50,-50.0,DQN
472,15,-15.0,DQN
473,15,-15.0,DQN
474,50,-50.0,DQN
475,50,-50.0,DQN
476,50,-50.0,DQN
477,50,-50.0,DQN
478,17,-17.0,DQN
479,32,-32.0,DQN
480,42,-42.0,DQN
481,50,-50.0,DQN
482,50,-50.0,DQN
483,42,-42.0,DQN
484,44,-44.0,DQN
485,33,-33.0,DQN
486,34,-34.0,DQN
487,47,-47.0,DQN
488,30,-30.0,DQN
489,43,-43.0,DQN
490,11,-11.0,DQN
491,50,-50.0,DQN
492,38,-38.0,DQN
493,50,-50.0,DQN
494,18,-18.0,DQN
495,17,-17.0,DQN
496,26,-26.0,DQN
497,50,-50.0,DQN
498,17,-17.0,DQN
499,50,-50.0,DQN
500,13,-13.0,DQN
501,25,-25.0,DQN
502,21,-21.0,DQN
503,32,-32.0,DQN
504,50,-50.0,DQN
505,38,-38.0,DQN
506,50,-50.0,DQN
507,50,-50.0,DQN
508,16,-16.0,DQN
509,30,-30.0,DQN
510,15,-15.0,DQN
511,50,-50.0,DQN
512,50,-50.0,DQN
513,19,-19.0,DQN
514,50,-50.0,DQN
515,31,-31.0,DQN
516,25,-25.0,DQN
517,34,-34.0,DQN
518,9,-9.0,DQN
519,50,-50.0,DQN
520,50,-50.0,DQN
521,27,-27.0,DQN
522,50,-50.0,DQN
523,22,-22.0,DQN
524,50,-50.0,DQN
525,50,-50.0,DQN
526,50,-50.0,DQN
527,43,-43.0,DQN
528,36,-36.0,DQN
529,50,-50.0,DQN
530,50,-50.0,DQN
531,50,-50.0,DQN
532,30,-30.0,DQN
533,50,-50.0,DQN
534,50,-50.0,DQN
535,14,-14.0,DQN
536,33,-33.0,DQN
537,20,-20.0,DQN
538,38,-38.0,DQN
539,50,-50.0,DQN
540,50,-50.0,DQN
541,50,-50.0,DQN
542,25,-25.0,DQN
543,50,-50.0,DQN
544,50,-50.0,DQN
545,47,-47.0,DQN
546,30,-30.0,DQN
547,18,-18.0,DQN
548,50,-50.0,DQN
549,20,-20.0,DQN
550,39,-39.0,DQN
551,50,-50.0,DQN
552,19,-19.0,DQN
553,50,-50.0,DQN
554,50,-50.0,DQN
555,50,-50.0,DQN
556,32,-32.0,DQN
557,50,-50.0,DQN
558,50,-50.0,DQN
559,50,-50.0,DQN
560,18,-18.0,DQN
561,50,-50.0,DQN
562,50,-50.0,DQN
563,45,-45.0,DQN
564,50,-50.0,DQN
565,50,-50.0,DQN
566,50,-50.0,DQN
567,50,-50.0,DQN
568,50,-50.0,DQN
569,50,-50.0,DQN
570,26,-26.0,DQN
571,37,-37.0,DQN
572,44,-44.0,DQN
573,38,-38.0,DQN
574,28,-28.0,DQN
575,50,-50.0,DQN
576,44,-44.0,DQN
577,23,-23.0,DQN
578,10,-10.0,DQN
579,37,-37.0,DQN
580,24,-24.0,DQN
581,50,-50.0,DQN
582,34,-34.0,DQN
583,50,-50.0,DQN
584,50,-50.0,DQN
585,26,-26.0,DQN
586,50,-50.0,DQN
587,50,-50.0,DQN
588,24,-24.0,DQN
589,26,-26.0,DQN
590,27,-27.0,DQN
591,50,-50.0,DQN
592,25,-25.0,DQN
593,50,-50.0,DQN
594,45,-45.0,DQN
595,50,-50.0,DQN
596,50,-50.0,DQN
597,33,-33.0,DQN
598,21,-21.0,DQN
599,27,-27.0,DQN
600,22,-22.0,DQN
601,50,-50.0,DQN
602,17,-17.0,DQN
603,11,-11.0,DQN
604,37,-37.0,DQN
605,45,-45.0,DQN
606,23,-23.0,DQN
607,50,-50.0,DQN
608,50,-50.0,DQN
609,15,-15.0,DQN
610,12,-12.0,DQN
611,50,-50.0,DQN
612,50,-50.0,DQN
613,20,-20.0,DQN
614,40,-40.0,DQN
615,41,-41.0,DQN
616,18,-18.0,DQN
617,50,-50.0,DQN
618,30,-30.0,DQN
619,50,-50.0,DQN
620,50,-50.0,DQN
621,50,-50.0,DQN
622,35,-35.0,DQN
623,43,-43.0,DQN
624,11,-11.0,DQN
625,18,-18.0,DQN
626,17,-17.0,DQN
627,50,-50.0,DQN
628,12,-12.0,DQN
629,16,-16.0,DQN
630,23,-23.0,DQN
631,43,-43.0,DQN
632,34,-34.0,DQN
633,31,-31.0,DQN
634,50,-50.0,DQN
635,50,-50.0,DQN
636,28,-28.0,DQN
637,50,-50.0,DQN
638,39,-39.0,DQN
639,50,-50.0,DQN
640,50,-50.0,DQN
641,50,-50.0,DQN
642,50,-50.0,DQN
643,50,-50.0,DQN
644,50,-50.0,DQN
645,50,-50.0,DQN
646,21,-21.0,DQN
647,50,-50.0,DQN
648,50,-50.0,DQN
649,41,-41.0,DQN
650,50,-50.0,DQN
651,28,-28.0,DQN
652,28,-28.0,DQN
653,28,-28.0,DQN
654,50,-50.0,DQN
655,50,-50.0,DQN
656,45,-45.0,DQN
657,22,-22.0,DQN
658,50,-50.0,DQN
659,14,-14.0,DQN
660,9,-9.0,DQN
661,17,-17.0,DQN
662,50,-50.0,DQN
663,50,-50.0,DQN
664,36,-36.0,DQN
665,50,-50.0,DQN
666,42,-42.0,DQN
667,22,-22.0,DQN
668,50,-50.0,DQN
669,50,-50.0,DQN
670,33,-33.0,DQN
671,33,-33.0,DQN
672,50,-50.0,DQN
673,27,-27.0,DQN
674,44,-44.0,DQN
675,50,-50.0,DQN
676,50,-50.0,DQN
677,50,-50.0,DQN
678,9,-9.0,DQN
679,50,-50.0,DQN
680,50,-50.0,DQN
681,50,-50.0,DQN
682,50,-50.0,DQN
683,50,-50.0,DQN
684,25,-25.0,DQN
685,50,-50.0,DQN
686,10,-10.0,DQN
687,39,-39.0,DQN
688,47,-47.0,DQN
689,50,-50.0,DQN
690,50,-50.0,DQN
691,33,-33.0,DQN
692,50,-50.0,DQN
693,31,-31.0,DQN
694,17,-17.0,DQN
695,30,-30.0,DQN
696,20,-20.0,DQN
697,50,-50.0,DQN
698,47,-47.0,DQN
699,50,-50.0,DQN
700,23,-23.0,DQN
701,30,-30.0,DQN
702,32,-32.0,DQN
703,46,-46.0,DQN
704,36,-36.0,DQN
705,28,-28.0,DQN
706,50,-50.0,DQN
707,43,-43.0,DQN
708,15,-15.0,DQN
709,50,-50.0,DQN
710,16,-16.0,DQN
711,50,-50.0,DQN
712,21,-21.0,DQN
713,29,-29.0,DQN
714,50,-50.0,DQN
715,43,-43.0,DQN
716,50,-50.0,DQN
717,50,-50.0,DQN
718,50,-50.0,DQN
719,21,-21.0,DQN
720,40,-40.0,DQN
721,50,-50.0,DQN
722,50,-50.0,DQN
723,40,-40.0,DQN
724,27,-27.0,DQN
725,24,-24.0,DQN
726,50,-50.0,DQN
727,45,-45.0,DQN
728,31,-31.0,DQN
729,34,-34.0,DQN
730,50,-50.0,DQN
731,50,-50.0,DQN
732,50,-50.0,DQN
733,50,-50.0,DQN
734,9,-9.0,DQN
735,50,-50.0,DQN
736,50,-50.0,DQN
737,30,-30.0,DQN
738,11,-11.0,DQN
739,26,-26.0,DQN
740,20,-20.0,DQN
741,39,-39.0,DQN
742,50,-50.0,DQN
743,50,-50.0,DQN
744,50,-50.0,DQN
745,48,-48.0,DQN
746,50,-50.0,DQN
747,43,-43.0,DQN
748,33,-33.0,DQN
749,22,-22.0,DQN
750,38,-38.0,DQN
751,50,-50.0,DQN
752,24,-24.0,DQN
753,12,-12.0,DQN
754,39,-39.0,DQN
755,9,-9.0,DQN
756,50,-50.0,DQN
757,50,-50.0,DQN
758,12,-12.0,DQN
759,22,-22.0,DQN
760,19,-19.0,DQN
761,50,-50.0,DQN
762,15,-15.0,DQN
763,16,-16.0,DQN
764,50,-50.0,DQN
765,17,-17.0,DQN
766,41,-41.0,DQN
767,50,-50.0,DQN
768,50,-50.0,DQN
769,50,-50.0,DQN
770,50,-50.0,DQN
771,31,-31.0,DQN
772,42,-42.0,DQN
773,43,-43.0,DQN
774,37,-37.0,DQN
775,50,-50.0,DQN
776,50,-50.0,DQN
777,50,-50.0,DQN
778,13,-13.0,DQN
779,23,-23.0,DQN
780,50,-50.0,DQN
781,50,-50.0,DQN
782,33,-33.0,DQN
783,50,-50.0,DQN
784,43,-43.0,DQN
785,50,-50.0,DQN
786,50,-50.0,DQN
787,44,-44.0,DQN
788,39,-39.0,DQN
789,50,-50.0,DQN
790,30,-30.0,DQN
791,24,-24.0,DQN
792,12,-12.0,DQN
793,36,-36.0,DQN
794,20,-20.0,DQN
795,22,-22.0,DQN
796,32,-32.0,DQN
797,50,-50.0,DQN
798,29,-29.0,DQN
799,50,-50.0,DQN
800,28,-28.0,DQN
801,41,-41.0,DQN
802,16,-16.0,DQN
803,22,-22.0,DQN
804,50,-50.0,DQN
805,24,-24.0,DQN
806,50,-50.0,DQN
807,11,-11.0,DQN
808,50,-50.0,DQN
809,23,-23.0,DQN
810,34,-34.0,DQN
811,49,-49.0,DQN
812,25,-25.0,DQN
813,35,-35.0,DQN
814,50,-50.0,DQN
815,14,-14.0,DQN
816,50,-50.0,DQN
817,25,-25.0,DQN
818,31,-31.0,DQN
819,24,-24.0,DQN
820,25,-25.0,DQN
821,50,-50.0,DQN
822,16,-16.0,DQN
823,26,-26.0,DQN
824,14,-14.0,DQN
825,35,-35.0,DQN
826,29,-29.0,DQN
827,50,-50.0,DQN
828,24,-24.0,DQN
829,16,-16.0,DQN
830,50,-50.0,DQN
831,50,-50.0,DQN
832,49,-49.0,DQN
833,21,-21.0,DQN
834,25,-25.0,DQN
835,19,-19.0,DQN
836,29,-29.0,DQN
837,50,-50.0,DQN
838,18,-18.0,DQN
839,22,-22.0,DQN
840,50,-50.0,DQN
841,50,-50.0,DQN
842,11,-11.0,DQN
843,50,-50.0,DQN
844,44,-44.0,DQN
845,40,-40.0,DQN
846,22,-22.0,DQN
847,50,-50.0,DQN
848,21,-21.0,DQN
849,46,-46.0,DQN
850,15,-15.0,DQN
851,50,-50.0,DQN
852,46,-46.0,DQN
853,14,-14.0,DQN
854,50,-50.0,DQN
855,25,-25.0,DQN
856,23,-23.0,DQN
857,50,-50.0,DQN
858,24,-24.0,DQN
859,34,-34.0,DQN
860,24,-24.0,DQN
861,18,-18.0,DQN
862,50,-50.0,DQN
863,50,-50.0,DQN
864,50,-50.0,DQN
865,24,-24.0,DQN
866,27,-27.0,DQN
867,24,-24.0,DQN
868,50,-50.0,DQN
869,50,-50.0,DQN
870,41,-41.0,DQN
871,18,-18.0,DQN
872,32,-32.0,DQN
873,50,-50.0,DQN
874,14,-14.0,DQN
875,50,-50.0,DQN
876,17,-17.0,DQN
877,24,-24.0,DQN
878,50,-50.0,DQN
879,20,-20.0,DQN
880,50,-50.0,DQN
881,39,-39.0,DQN
882,50,-50.0,DQN
883,26,-26.0,DQN
884,32,-32.0,DQN
885,29,-29.0,DQN
886,22,-22.0,DQN
887,16,-16.0,DQN
888,46,-46.0,DQN
889,13,-13.0,DQN
890,50,-50.0,DQN
891,34,-34.0,DQN
892,18,-18.0,DQN
893,50,-50.0,DQN
894,16,-16.0,DQN
895,23,-23.0,DQN
896,50,-50.0,DQN
897,24,-24.0,DQN
898,50,-50.0,DQN
899,50,-50.0,DQN
900,18,-18.0,DQN
901,50,-50.0,DQN
902,50,-50.0,DQN
903,10,-10.0,DQN
904,50,-50.0,DQN
905,50,-50.0,DQN
906,12,-12.0,DQN
907,23,-23.0,DQN
908,33,-33.0,DQN
909,13,-13.0,DQN
910,50,-50.0,DQN
911,41,-41.0,DQN
912,50,-50.0,DQN
913,50,-50.0,DQN
914,50,-50.0,DQN
915,50,-50.0,DQN
916,22,-22.0,DQN
917,42,-42.0,DQN
918,50,-50.0,DQN
919,20,-20.0,DQN
920,50,-50.0,DQN
921,13,-13.0,DQN
922,16,-16.0,DQN
923,15,-15.0,DQN
924,23,-23.0,DQN
925,33,-33.0,DQN
926,50,-50.0,DQN
927,11,-11.0,DQN
928,17,-17.0,DQN
929,30,-30.0,DQN
930,25,-25.0,DQN
931,12,-12.0,DQN
932,50,-50.0,DQN
933,40,-40.0,DQN
934,37,-37.0,DQN
935,8,-8.0,DQN
936,25,-25.0,DQN
937,15,-15.0,DQN
938,50,-50.0,DQN
939,50,-50.0,DQN
940,14,-14.0,DQN
941,34,-34.0,DQN
942,15,-15.0,DQN
943,50,-50.0,DQN
944,49,-49.0,DQN
945,50,-50.0,DQN
946,13,-13.0,DQN
947,8,-8.0,DQN
948,39,-39.0,DQN
949,50,-50.0,DQN
950,18,-18.0,DQN
951,33,-33.0,DQN
952,22,-22.0,DQN
953,50,-50.0,DQN
954,50,-50.0,DQN
955,25,-25.0,DQN
956,16,-16.0,DQN
957,50,-50.0,DQN
958,50,-50.0,DQN
959,50,-50.0,DQN
960,23,-23.0,DQN
961,26,-26.0,DQN
962,47,-47.0,DQN
963,46,-46.0,DQN
964,50,-50.0,DQN
965,16,-16.0,DQN
966,50,-50.0,DQN
967,50,-50.0,DQN
968,13,-13.0,DQN
969,50,-50.0,DQN
970,33,-33.0,DQN
971,14,-14.0,DQN
972,30,-30.0,DQN
973,50,-50.0,DQN
974,16,-16.0,DQN
975,48,-48.0,DQN
976,50,-50.0,DQN
977,17,-17.0,DQN
978,20,-20.0,DQN
979,14,-14.0,DQN
980,50,-50.0,DQN
981,14,-14.0,DQN
982,50,-50.0,DQN
983,18,-18.0,DQN
984,15,-15.0,DQN
985,50,-50.0,DQN
986,50,-50.0,DQN
987,49,-49.0,DQN
988,10,-10.0,DQN
989,50,-50.0,DQN
990,32,-32.0,DQN
991,30,-30.0,DQN
992,19,-19.0,DQN
993,50,-50.0,DQN
994,24,-24.0,DQN
995,14,-14.0,DQN
996,14,-14.0,DQN
997,50,-50.0,DQN
998,50,-50.0,DQN
999,26,-26.0,DQN
1000,16,-16.0,DQN
1001,18,-18.0,DQN
1002,41,-41.0,DQN
1003,50,-50.0,DQN
1004,16,-16.0,DQN
1005,10,-10.0,DQN
1006,37,-37.0,DQN
1007,32,-32.0,DQN
1008,32,-32.0,DQN
1009,50,-50.0,DQN
1010,50,-50.0,DQN
1011,15,-15.0,DQN
1012,43,-43.0,DQN
1013,50,-50.0,DQN
1014,27,-27.0,DQN
1015,50,-50.0,DQN
1016,32,-32.0,DQN
1017,13,-13.0,DQN
1018,21,-21.0,DQN
1019,34,-34.0,DQN
1020,48,-48.0,DQN
1021,50,-50.0,DQN
1022,45,-45.0,DQN
1023,34,-34.0,DQN
1024,18,-18.0,DQN
1025,20,-20.0,DQN
1026,50,-50.0,DQN
1027,34,-34.0,DQN
1028,50,-50.0,DQN
1029,28,-28.0,DQN
1030,41,-41.0,DQN
1031,14,-14.0,DQN
1032,16,-16.0,DQN
1033,50,-50.0,DQN
1034,50,-50.0,DQN
1035,50,-50.0,DQN
1036,24,-24.0,DQN
1037,37,-37.0,DQN
1038,50,-50.0,DQN
1039,50,-50.0,DQN
1040,15,-15.0,DQN
1041,50,-50.0,DQN
1042,25,-25.0,DQN
1043,25,-25.0,DQN
1044,20,-20.0,DQN
1045,32,-32.0,DQN
1046,48,-48.0,DQN
1047,12,-12.0,DQN
1048,50,-50.0,DQN
1049,50,-50.0,DQN
1050,22,-22.0,DQN
1051,50,-50.0,DQN
1052,50,-50.0,DQN
1053,50,-50.0,DQN
1054,50,-50.0,DQN
1055,39,-39.0,DQN
1056,32,-32.0,DQN
1057,14,-14.0,DQN
1058,50,-50.0,DQN
1059,50,-50.0,DQN
1060,18,-18.0,DQN
1061,25,-25.0,DQN
1062,50,-50.0,DQN
1063,37,-37.0,DQN
1064,50,-50.0,DQN
1065,31,-31.0,DQN
1066,50,-50.0,DQN
1067,26,-26.0,DQN
1068,22,-22.0,DQN
